cluster,Name,ra,ra_error,dec,dec_error,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,parallax_over_error,ruwe,l,b,radial_velocity,dist_kpc,dist_pc,X,Y,Z,Metal,M_e,log_age,log_age_e,dg,Av,Ag,E_BR_RP,d2,mass,e_mass,fb,rc_deg,e_rc_deg,rt_deg,e_rt_deg,ro_deg,e_ro_deg,re_deg,e_re_deg,r50_deg,bw,fitflag,rc_pc,rt_pc,e_rc_pc,e_rt_pc,R_J_pc,a_kpc,e,p_Myr,i_deg
107,CWNU_1616,219.1108801,0.047486801,-57.56472031,0.049252197,-4.245183057,0.064646944,-1.936946275,0.066849776,0.459314559,0.073725015,6.934326649,1.010426164,316.6681322,2.477807109,-40.02232361,2.177157204,2177.157204,-6713.204146,-1327.739782,101.7274838,0.0480666,0.014026488,6.69019608,0.173945098,15.31270081,3.368319245,2.90012287,1.384145981,17,114,22,0.34,0.136427012,0.007928224,0.359388351,0.027415677,0,0,0,0,0.090780453,0.552911122,king,5.184030212,13.65624037,0.301261108,1.04175629,5.105632395,7.875288751,0.105698634,0.631838423,95.99386821
107,UFMG_48,212.3983581,0.032669716,-59.30593131,0.036056333,-4.323810766,0.047595406,-1.833995177,0.060726219,0.357273621,0.05670459,6.032773722,1.00377135,312.7680483,2.057005313,-38.7130147,2.798975187,2798.975187,-6392.302688,-1868.933897,107.5354183,0.0480666,0.014026488,6.620136055,0.172123537,16.09856492,3.729594176,3.211180586,1.532604963,0.023154136,373,74,0.43,0.148196282,0.010338581,0.248587181,0.019394482,0.218491149,0.001587692,0.556628732,0.016252871,0.071950461,0.475974396,comb,7.239585876,12.14381508,0.50505346,0.947446293,7.473840431,7.563435505,0.112749147,0.594682235,97.73852962
108,CWNU_1677,210.5502797,0.026586002,-59.40545361,0.030234274,-4.856370735,0.039506555,-2.878425491,0.044401802,0.333515239,0.04682443,7.235173511,0.99763966,311.8455288,2.239403081,-35.84389135,2.998363742,2998.363742,-6319.956242,-2008.22549,119.8916598,0.0480666,0.014026488,8.780317312,0.22828825,13.05965658,2.092773701,1.801878156,0.859985083,0.012636582,317,63,0.55,0.164590774,0.021293836,0.429331333,0.07332936,0,0,0,0,0.12132392,0.496197075,king,8.613252376,22.46747515,1.114334534,3.837422165,7.056353859,7.382357609,0.139063613,0.573454443,76.67455344
108,Hogg_17,218.4854112,0.013683128,-61.31662404,0.018328521,-5.244485357,0.022436226,-2.423612453,0.027696533,0.409780263,0.024204541,16.6210354,0.97838765,314.9027766,-0.851543643,-43.92537638,2.440332274,2440.332274,-6562.742886,-1564.356218,-15.81263772,0.0085476,0.002494306,7.910090546,0.205662354,13.34055118,2.443489976,2.103844869,1.004105188,0.004812714,222,44,0.32,0.064771107,0.007195883,0.446941159,0.311546672,0.007383999,0.035913759,0.490570451,5.942187289,0.056036023,0.51596553,comb,2.758720174,19.03604322,0.306485847,13.26934383,6.330280293,6.498794115,0.121614788,0.473647741,101.8403839
108,Lynga_1,209.9815169,0.020573903,-62.14674423,0.024736273,-5.32549287,0.024888465,-2.27323336,0.029990896,0.437536086,0.037275613,11.49520464,1.01939215,310.8403005,-0.33266902,-44.04105334,2.285525771,2285.525771,-6763.04614,-1571.870376,5.18196308,0.0085476,0.002494306,8.330413773,0.216590758,12.30166886,1.849409092,1.592341229,0.759979081,0.01671222,193,38,0.74,0.104020016,0.003577189,0.233575981,0.013956673,0.156450198,0.001365033,0.365388704,0.011448083,0.083009077,0.514360615,comb,4.149353221,9.317334167,0.14269389,0.556730986,6.160133041,6.98250593,0.138190881,0.527500982,98.55778636
108,Trumpler_22,217.7891968,0.021472426,-61.17218062,0.028838143,-5.148337965,0.036816206,-2.690439267,0.04138888,0.408990626,0.039522614,10.49504812,0.98862207,314.6658379,-0.59345449,-40.21205464,2.445043814,2445.043814,-6530.853747,-1610.002634,-7.15568472,0.0085476,0.002494306,8.369215857,0.217599612,12.66029967,2.355531032,2.028112218,0.967960153,0.011793076,817,163,0.33,0.132051028,0.023228093,0.166570679,0.017568441,0.129414046,0.002424407,0.282376297,0.020704719,0.066756068,0.396592484,comb,5.63515414,7.108247968,0.991237148,0.749716792,9.778919053,7.712046271,0.124996431,0.612295042,93.96605043
108,UBC_1591,204.0806997,0.030554383,-64.63117604,0.032942093,-5.430700938,0.034233404,-2.045231535,0.040820921,0.400723068,0.043739611,9.380512453,0.9860709,307.7187084,-2.186321204,-39.23135901,2.495488979,2495.488979,-6722.081705,-1811.288778,-70.33706336,0.0152,0.004435567,8.869818208,0.230615273,12.91660032,1.811156142,1.559405438,0.744259767,0.009022792,247,49,0.62,0.106215986,0.003663945,0.241373795,0.014720875,0.159411482,0.002824888,0.432871,0.032006569,0.078640584,0.505407239,comb,4.62618407,10.51291474,0.159581289,0.641160337,6.708770138,6.618379731,0.126006334,0.486781231,104.3580299
109,CWNU_1684,85.3441363,0.050208453,28.18231342,0.037867963,1.013698897,0.061505236,-1.93867688,0.035899244,0.610208872,0.059727307,9.709866875,1.015199,180.1906217,-1.20143617,12.995892,1.63878312,1638.78312,-9632.291687,-3.89128781,-6.17795671,0.0152,0.004435567,7.301029996,0.18982678,12.58153779,2.139495191,1.84210536,0.879184381,0.015448989,124,24,0.22,0.199883716,0.01619377,2.422266247,2.765921618,0.221372637,0.000862097,0.283286464,0.005369896,0.158856545,0.530230348,comb,5.71710626,69.28204959,0.463176819,79.1113359,6.562345314,8.452928699,0.158795142,0.702614505,80.4090374
109,HSC_1421,85.07861151,0.028882196,27.30333186,0.02136437,1.056253593,0.040597796,-2.058042726,0.021491114,0.622128442,0.032475088,17.79768419,1.0143284,180.8122737,-1.837456491,7.059329033,1.60738512,1607.38512,-9635.199799,-16.82470472,-22.56661569,0.0152,0.004435567,7.469822016,0.194215372,12.33893751,1.784951158,1.536842947,0.733491333,0.007847332,79,15,0.4,0.377901421,0.0320341,0.546515284,0.04107431,0.311266988,0.003643265,0.529250421,0.027070094,0.17548234,0.552911122,comb,10.60170795,15.33202869,0.898689853,1.152305375,5.635695557,8.325848327,0.163227784,0.686829667,85.54563543
109,PHOC_34,85.99255036,0.05546937,30.0852623,0.045356415,1.478459278,0.07370514,-2.194779832,0.04162716,0.546282747,0.059117764,8.729163799,1.0067979,178.8319865,0.306201215,12.25156498,1.830553875,1830.553875,-9828.850076,35.32893771,33.35634293,0.0480666,0.014026488,6.699837726,0.174195781,16.43391039,3.734973548,3.215812225,1.534815512,0.010148017,95,19,0.12,0.130979462,0.003228265,0.603498797,0.039448709,0,0,0,0,0.112843682,0.538521058,king,4.184688013,19.28129909,0.103140459,1.260354388,6.074669983,9.438224776,0.184026556,0.828975656,77.99496782
110,CWNU_1685,186.6387555,0.020519547,-61.44249448,0.021885119,-4.43283222,0.027245152,0.300410731,0.028904768,0.454660172,0.028698048,16.12592764,1.0157809,299.9605793,1.282622928,-7.78136137,2.199444907,2199.444907,-7112.698885,-1764.302939,60.84216604,0.0085476,0.002494306,7.369215857,0.191599612,11.949889,1.847658324,1.590833817,0.759259636,0.007618241,98,19,0.35,0.141131259,0.003957328,0.266270385,0.010058819,0.153322697,0.000534369,0.219216455,0.003729395,0.063786643,0.617714671,comb,5.417684016,10.22146914,0.151912148,0.386133471,5.094711282,7.485042943,0.066148662,0.5854607,83.51662461
110,UFMG_61,185.4560957,0.028633113,-63.6376665,0.031235432,-4.254744264,0.035953397,-0.182220712,0.040454084,0.452224964,0.03970659,11.306427,0.990218639,299.6490782,-0.94942321,-9.14207371,2.211288807,2211.288807,-7125.693481,-1750.180099,-14.96478414,0.0270298,0.007887664,8.519827994,0.221515528,12.16869744,0.912137055,0.785350004,0.374825171,0.005722791,159,31,0.22,0.140045246,0.006516646,1.07147982,0.235478742,0,0,0,0,0.142740401,0.505407239,king,5.404944092,41.3529819,0.251505198,9.088130241,5.990674197,6.938995706,0.053920411,0.522578131,86.48840949
111,CWNU_1704,89.95546822,0.034299616,26.12961606,0.028119179,0.835658973,0.047135923,-2.013971973,0.031272073,0.365250425,0.03766167,9.395751953,0.993806869,184.025968,1.271159812,33.95450766,2.737847601,2737.847601,-10529.70819,-169.0737058,81.04416385,0.0480666,0.014026488,6.699837726,0.174195781,16.22737804,3.035660966,2.613704092,1.247446462,19,99,19,0.12,0.15658398,0.008675714,0.157953053,0.004227921,0.139710405,0.000889017,0.280236008,0.006999412,0.068690726,0.588795922,comb,7.482280155,7.547700562,0.414564266,0.202028901,6.485348029,9.390946697,0.20625173,0.822754689,71.03951666
111,HSC_1468,86.85742321,0.04734621,23.21686038,0.037089624,0.807053067,0.05802651,-1.733599134,0.036081713,0.420096057,0.054331526,6.575826288,1.0003111,185.0958109,-2.603414176,35.54298986,2.380407964,2380.407964,-10264.15691,-191.4244639,-72.68866901,0.0152,0.000443557,8.840106094,0.229842758,12.51134208,2.368347371,2.039147087,0.973226781,15,138,27,0.65,0.217842986,0.031130492,0.233290543,0.012102719,0,0,0,0,0.088162465,0.592987257,king,9.050495223,9.692278754,1.293346067,0.502819037,7.10007866,7.832967638,0.196271121,0.626752105,72.04636674
111,Kharchenko_1,92.2006772,0.044580756,24.27858535,0.038175908,0.733059401,0.064185045,-2.311851161,0.046484191,0.379668065,0.050404916,7.768628581,1.018853,186.6270865,2.144731903,40.37415702,2.633879674,2633.879674,-10508.00999,-276.9481758,116.9721754,0.0270298,0.007887664,8.840106094,0.229842758,12.55983555,1.026507365,0.883822841,0.42182345,0.003535245,252,50,0.95,0.072897984,0.007712994,0.150561297,0.024445697,0.105341072,0.001072228,0.287878849,0.011412149,0.053503573,0.511252364,comb,3.351111024,6.921283613,0.35456535,1.123765572,8.799909363,7.745596015,0.200716672,0.616294889,75.97088869
111,LP_1973,95.46925634,0.079828441,22.40149028,0.070875727,0.996537059,0.102703884,-2.583989583,0.075719394,0.353794487,0.093457997,3.996280432,1.01005435,189.7219236,3.890822916,40.06891474,2.826499664,2826.499664,-10548.17688,-414.4065929,194.2614341,0.0270298,0.007887664,8.850033258,0.230100865,13.49032064,1.756275679,1.51215336,0.721707696,0.039681972,681,136,0.81,0.119738381,0.00222537,0.842103002,0.06882778,0,0,0,0,0.130447843,0.394571477,king,5.906900937,41.54239409,0.109781342,3.395393146,12.37403402,7.511242535,0.21658074,0.588537285,73.07746816
111,UBC_1612,96.94245493,0.038941037,17.5403103,0.036804197,0.858961807,0.048121175,-2.343929111,0.036496438,0.35246008,0.049464026,7.30916669,1.024041,194.6680556,2.861066088,35.8324401,2.837200741,2837.200741,-10633.67722,-657.8247239,156.9438948,0.0085476,0.002494306,8.301029996,0.21582678,13.12245424,1.515355906,1.304721435,0.622706351,17,86,17,0.36,0.093054997,0.004599206,0.125351187,0.004882273,0.1128122,0.000538327,0.253875216,0.005136937,0.034870733,0.597396793,comb,4.607943354,6.20720206,0.227745757,0.241762809,6.199412227,7.31278174,0.20837898,0.565366694,70.29199866
112,CWNU_1714,100.5324975,0.07350236,-1.483873449,0.07622696,-0.12311112,0.08843709,0.544206442,0.08380435,0.151954815,0.091214865,1.498948414,1.0120403,213.2005919,-2.731813227,87.24799042,6.580903659,6580.903659,-12547.68939,-2901.079165,-217.9559048,0.0152,0.004435567,8.949877704,0.23269682,14.1700889,1.367026704,1.177009992,0.56175332,0.066568219,850,170,0.72,0.152900432,0.007103319,1.362436474,0.371523339,0,0,0,0,0.143149745,0.433348378,king,17.56190458,156.4873234,0.815876115,42.67258988,15.51556679,14.53443252,0.254413916,1.584175976,99.04320539
112,UBC_1353,104.8794312,0.087214503,-8.818457723,0.093766905,-0.284830928,0.111955985,0.996946592,0.108544295,0.247613438,0.108876545,2.533572129,1.0176051,221.7071213,-2.229967664,89.03062205,4.038553037,4038.553037,-10771.4826,-2359.581883,-108.9857314,0.0270298,0.007887664,8.599883072,0.22359696,15.47704841,2.825984158,2.43317236,1.161283813,0.022421988,290,58,0.43,0.123308391,0.002276617,0.247346652,0.00672543,0.200825651,0.001298718,0.425624512,0.011253078,0.076032477,0.474154148,comb,8.691521107,17.43448786,0.160469734,0.474048979,9.580967472,10.71715378,0.258872152,1.003056732,74.04785607
112,UBC_628,107.1440504,0.0669159,-6.20692165,0.06475151,-0.566555821,0.091174145,0.615102099,0.080307085,0.167339234,0.086029172,1.831051696,1.0155911,220.4073674,0.965351029,89.56987644,5.97588489,5975.88489,-11867.33605,-3189.018772,112.6434084,0.0270298,0.007887664,8.749736316,0.227493144,14.52750393,1.296854394,1.116591633,0.532917359,0.031966177,481,96,0.85,0.099509036,0.00398645,0.208920528,0.01316133,0.167673886,0.000966475,0.479168253,0.010519164,0.080194351,0.440971155,comb,10.37867972,21.79017437,0.415782219,1.372711808,12.36949406,8.234855935,0.272908973,0.675601043,72.01364356
113,CWNU_1718,84.81541552,0.06825253,32.58907239,0.05348899,-0.24138521,0.0887322,-1.396909962,0.06412033,0.483941701,0.07336662,6.067456373,1.0032424,176.181296,0.761507353,-23.49688244,2.066364603,2066.364603,-10109.26354,133.5899446,52.54171859,0.0152,0.004435567,7.029383778,0.182763978,13.34653268,1.877291472,1.616347958,0.771436808,13,92,18,0.12,12.71340223,1455.289066,0.329614302,0.013000854,0.305872998,0.004359628,0.381020043,0.016659211,0.15565332,0.584803548,comb,458.5071462,11.88749559,52484.80497,0.468874056,6.093185346,9.487553614,0.191173376,0.835483096,79.32877017
113,UBC_68,91.21658197,0.044104997,36.79807693,0.037009582,-0.540808614,0.053615674,-1.62324751,0.038283519,0.439845121,0.051887233,8.8557706,1.01131475,175.1974422,7.429028293,13.31011352,2.273527549,2273.527549,-10139.00307,169.6371553,289.1464842,0.0480666,0.014026488,8.42975228,0.219173559,12.34828236,1.440780174,1.24051173,0.592060889,0.009949383,212,42,0.3,0.176085053,0.007788129,0.291051146,0.014098622,0.224263919,0.003525315,0.478306565,0.025778525,0.116616375,0.473262034,comb,6.987150229,11.54906704,0.309037175,0.559440953,8.137092655,9.486123355,0.120967204,0.835294179,104.3969929
115,CWNU_1773,74.53341426,0.0626494,44.55739543,0.04512484,1.367611777,0.087268665,-2.377220242,0.07536019,0.447162897,0.072337122,6.341926029,1.0048553,161.8090732,1.067980593,-14.15946836,2.236321501,2236.321501,-10085.97285,644.5965456,67.46018785,0.0480666,0.014026488,7.780317312,0.20228825,14.33011377,2.887522089,2.486156519,1.186571641,17,101,20,0.19,0.146003789,0.013043636,1.80957895,1.915295145,0.151374998,0.063275726,0.162199169,0.52594959,0.126884728,0.550321208,comb,5.698699195,70.62998964,0.509108418,74.75621677,6.317017465,10.79051986,0.254015087,1.013374228,100.7525179
115,Theia_5736,75.86457002,0.048329182,40.55313318,0.029615626,1.581610694,0.067200243,-2.436155476,0.050399069,0.516348704,0.051084705,9.815677643,1.0000763,165.5357054,-0.615714697,-17.20853441,1.936675724,1936.675724,-9773.29765,427.1094977,7.13464444,0.0480666,0.014026488,8.041392685,0.20907621,11.52627983,1.107796819,0.953813061,0.455227787,0.011336584,292,58,0.39,0.307922456,0.022203896,1.982746063,0.554017179,0,0,0,0,0.306398278,0.454799794,king,10.40820023,67.01952918,0.750522058,18.72653851,8.862203153,14.99973932,0.244750543,1.660855581,93.50057898
116,CWNU_1787,93.14909744,0.047260765,14.55471006,0.042542856,-0.063457195,0.058879361,-3.054902887,0.04382848,0.388357643,0.054839425,6.804445744,0.999091566,195.563001,-1.754543764,-3.095336914,2.574946102,2574.946102,-10275.76612,-600.054195,-44.77089333,0.0270298,0.007887664,8.269512944,0.215007337,13.86059933,2.085420029,1.795546645,0.856963234,0.008516243,103,20,0.43,0.232468196,0.013904645,2.963352765,1.445697133,0,0,0,0,0.195161144,0.547813898,king,10.44742004,133.1768887,0.624892649,64.97149055,6.488123145,7.558533534,0.196924067,0.594104195,84.26646933
116,HSC_1538,93.49523465,0.095972155,15.18637225,0.088986196,-0.039985797,0.128664039,-2.854253774,0.097788032,0.482076474,0.116216652,4.160106659,1.018714308,195.1753043,-1.099134214,-2.50874171,2.074359681,2074.359681,-9866.856487,-436.7834044,-8.31793869,0.0480666,0.014026488,6.699837726,0.174195781,16.1483474,3.26281215,2.809281261,1.34078987,0.011852445,285,57,0.13,2.601063871,1.555184263,1.001588534,0.03084417,0,0,0,0,0.414036265,0.43054319,king,94.16997321,36.26191823,56.30452294,1.116694863,8.858285603,8.563855357,0.15860914,0.716490256,76.21239144
117,CWNU_1791,104.3150758,0.044909241,-1.091100023,0.043792449,-0.742855835,0.054234786,-0.619503709,0.048088279,0.314112774,0.048775302,6.027718347,0.986960725,214.562441,0.796541915,96.05222088,3.183569988,3183.569988,-10524.83664,-1655.730183,66.94272756,0.0270298,0.007887664,8.550228353,0.222305937,13.88302767,1.430064613,1.231285632,0.587657536,0.011030174,121,24,0.44,0.074347727,0.002166527,0.227902377,0.017856545,0.109572649,0.000434247,0.24664545,0.00381842,0.057384026,0.55558884,comb,4.131040617,12.66311714,0.120380426,0.992177107,6.948786436,7.724634561,0.16699259,0.613794818,87.48228613
117,UBC_214,105.6988154,0.039213233,-2.095539013,0.037655789,-0.651626337,0.048448045,-0.535600885,0.041389216,0.344069914,0.046679784,7.406692028,1.016645312,216.0968121,1.567341957,93.34769516,2.906386055,2906.386055,-10191.94026,-1509.572799,96.06915599,0.0270298,0.007887664,8.42975228,0.219173559,13.41019622,1.108704983,0.95459499,0.455600979,0.006983958,292,58,0.58,0.120124562,0.002968466,0.296064127,0.014547954,0.188778629,0.003135705,0.442718391,0.030284839,0.09504964,0.464937027,comb,6.093439252,15.01815068,0.150578424,0.737959602,9.174328514,10.76255317,0.177224335,1.009437113,97.68063474
118,CWNU_1813,295.2260714,0.037930217,22.62025593,0.047395382,-2.207767833,0.061384723,-4.337850697,0.07286835,0.221818046,0.06676755,3.058072554,1.0060353,58.55525512,-0.031909026,36.57269139,4.508199479,4508.199479,-6229.508705,3095.845841,13.74202289,0.0270298,0.007887664,8.620136055,0.224123537,14.87039256,5.943513879,5.11736545,2.442372665,0.0400681,688,137,0.78,0.080837176,0.007425082,0.088737883,0.004550324,0.089163657,0.000621687,0.214709461,0.00501308,0.026123841,0.530230348,comb,6.360505395,6.982156126,0.584227165,0.358032799,9.471110889,14.21507542,0.130639689,1.532251501,110.4660031
118,Czernik_40,295.672158,0.0510172,21.14642188,0.057012692,-2.307443768,0.07469977,-4.699963949,0.08396068,0.192850476,0.076756574,2.556672806,0.99856335,57.48346759,-1.112641478,42.82161626,5.185364432,5185.364432,-5748.446356,3723.527682,-70.76051067,0.0480666,0.014026488,8.889861721,0.231136405,14.18167205,3.091983476,2.662197772,1.270591114,0.033058245,1208,241,0.81,0.075214849,0.002796907,0.14130352,0.007014376,0.115029753,0.000472408,0.31754612,0.004971785,0.056957943,0.454799794,comb,6.807070365,12.78820627,0.253124789,0.634812828,11.38594211,15.38759748,0.153876301,1.725688992,120.2482209
119,CWNU_1818,316.2470979,0.021686134,47.6958782,0.023094964,-2.685114854,0.030307242,-3.597876783,0.030639993,0.573782669,0.025974953,21.75373097,0.974399295,88.744675,0.43235823,-31.10770798,1.742820154,1742.820154,-8085.317868,1665.956209,32.892951,0.0152,0.004435567,6.69019608,0.173945098,14.40727913,2.883049522,2.482305639,1.184733726,11,93,18,0.55,0.177826108,0.018292549,0.258308169,0.023576276,0.173577098,0.002214599,0.392740422,0.020417583,0.090933005,0.606962231,comb,5.409105654,7.857204958,0.55642184,0.717141984,5.401754694,12.37130005,0.25466571,1.244025589,92.67825906
119,CWNU_2298,316.857988,0.049452345,50.09679369,0.058173091,-3.144138862,0.066946587,-4.180803513,0.067343848,0.485561028,0.062323224,8.089843094,1.0113381,90.78193484,1.765149476,-40.09098816,2.059473356,2059.473356,-8147.898165,1837.407297,77.59620995,0.0480666,0.014026488,6.599883072,0.17159696,15.87925361,4.808518215,4.140134183,1.975968036,13,81,16,0.65,0.097728568,0.003803818,0.163900375,0.007149589,0.142990113,0.001723375,0.271665577,0.016691545,0.044950427,0.580993279,comb,3.512813398,5.891331931,0.136726682,0.256989052,5.208969954,13.60309751,0.299263575,1.434376032,92.70587699
119,UBC_1120,315.8951367,0.032332845,45.35320997,0.032248568,-2.510406139,0.04248852,-3.618931061,0.042653088,0.483033969,0.038809713,12.4369441,1.0051036,86.83131229,-0.962415318,-38.64423752,2.070247774,2070.247774,-8014.823911,1977.519745,-13.31909907,0.0480666,0.014026488,6.640481437,0.172652517,15.75021721,3.120255265,2.686539783,1.282208862,19,94,18,0.06,0.542720365,0.098495251,0.324605075,0.009409417,0.276313215,0.001337177,0.453422238,0.00848621,0.152830678,0.558360058,comb,19.60991956,11.72883831,3.558893445,0.339987077,5.421004715,13.49773925,0.298155445,1.417744118,93.50265262
119,UBC_155,318.458505,0.045348494,50.14098189,0.050055186,-2.920471749,0.059059666,-4.105577859,0.05973432,0.596684521,0.056450094,10.8596282,1.005507529,91.51397767,1.051512662,1.74010132,1.675927505,1675.927505,-8162.914683,1597.07093,49.48316999,0.0152,0.004435567,8.980003372,0.233480088,12.39895833,3.181270211,2.739073652,1.30728178,0.02392317,599,119,0.88,0.260131172,0.005979833,0.452838382,0.012414972,0.350221522,0.004641965,0.602262491,0.027291569,0.164195517,0.429187109,comb,7.608954617,13.2457278,0.174912824,0.363143555,10.09875169,12.25262461,0.137703479,1.226168047,89.30412812
120,CWNU_1866,190.3350938,0.039827306,-62.44752145,0.03362856,-4.449507632,0.044308025,-0.840864812,0.047540274,0.426514196,0.049505968,7.877398821,1.0013989,301.763554,0.4039199,-2.403969725,2.344587848,2344.587848,-6982.455598,-1839.761134,33.42094019,0.0480666,0.014026488,6.810232518,0.177066045,14.78070247,3.161674733,2.722201945,1.299229395,11,78,15,0.33,0.140449055,0.008088536,0.160980185,0.005577569,0.142037357,0.001030455,0.22391477,0.008532147,0.047789098,0.602046613,comb,5.747284537,6.58743434,0.330989182,0.22823846,4.679850048,6.779777193,0.028379726,0.504695503,92.60124232
120,CWNU_2675,192.636274,0.022337776,-64.40090757,0.024218179,-4.437253452,0.027880445,-1.257072159,0.033234705,0.442714274,0.031091302,14.34447924,0.97441751,302.8354578,-1.529321355,-2.51716414,2.25879322,2258.79322,-6974.633714,-1777.836671,-37.94460065,0.0480666,0.014026488,6.650307523,0.172907996,15.92716138,3.113457409,2.680686829,1.279415413,0.01999606,242,48,0.5,0.200439104,0.014107298,0.264300627,0.01413665,0.244257292,0.001744546,0.591464399,0.014984733,0.122147411,0.47976772,comb,7.901986725,10.41962374,0.556157353,0.557314508,6.816450786,6.634221322,0.010914458,0.488529998,94.18178775
120,UBC_287,189.7288278,0.020952535,-61.25489161,0.024164727,-4.794432406,0.027585464,-0.703526499,0.034325655,0.458750468,0.03072839,15.03535144,1.0140346,301.4258931,1.579635071,39.71401681,2.179834286,2179.834286,-7062.118774,-1732.428278,74.0391736,0.0480666,0.014026488,6.650307523,0.172907996,15.84715891,3.182441301,2.74008196,1.307763017,0.019745882,523,104,0.2,0.14440884,0.03630031,0.267464862,0.087273117,0.267512608,0.00335082,0.649521235,0.040555018,0.077670837,0.443170671,comb,5.494075538,10.17577702,1.381055655,3.320330647,8.867992611,7.943271459,0.170359727,0.640037485,93.38123973
120,UBC_525,196.1458993,0.02548454,-63.89393684,0.028297969,-4.226750897,0.031779843,-1.179453739,0.042137405,0.433334405,0.035428869,11.93323994,0.997487754,304.377851,-1.059254121,59.42536545,2.307686601,2307.686601,-6906.780588,-1776.666337,-24.35578634,0.0480666,0.014026488,6.800029359,0.176800763,14.84074197,3.014916437,2.595843053,1.238921897,0.023992942,844,168,0.4,0.208288591,0.021363917,1.144917894,0.386701546,0,0,0,0,0.192042952,0.410169583,king,8.389183194,46.11354808,0.860468702,15.57507348,10.27358531,8.482022108,0.237462111,0.706245028,95.06242169
121,Collinder_271,202.3661089,0.076618716,-63.91173448,0.087830447,-5.914847507,0.09483242,-1.377668177,0.117383763,0.326688533,0.113489397,2.810077429,1.015021563,307.0889547,-1.350247763,-3.10355424,3.061019592,3061.019592,-6587.576503,-2028.98363,-56.08091136,0.0152,0.004435567,7.230448921,0.187991672,12.40441827,1.946926181,1.676303442,0.800051852,0.011232923,616,123,0.36,0.157339379,0.011099522,0.284841316,0.025278373,0.336977582,0.004493947,0.410300777,0.025399408,0.284638113,0.437297835,comb,8.405835924,15.21761038,0.592990524,1.3504938,8.977488174,6.560715923,0.052503691,0.480433357,85.8996218
121,CWNU_1961,203.5222196,0.031330681,-62.9454441,0.036478666,-5.739671254,0.039064821,-2.065259113,0.050326336,0.339276086,0.048847599,7.576486826,0.99811005,307.7654966,-0.47616948,-27.70572472,2.947452067,2947.452067,-6497.096312,-2097.619806,-4.13577091,0.0480666,0.014026488,9.139879086,0.237636856,12.45002063,2.141813123,1.844101099,0.880136891,0.016053036,226,45,0.92,0.079183236,0.008333251,0.299063181,0.065913055,0,0,0,0,0.06251803,0.55558884,king,4.073402868,15.38463039,0.42868529,3.390748356,6.426014253,5.833491153,0.085722596,0.402808956,103.1741366
121,HSC_2564,198.0652758,0.039428435,-62.90763025,0.042803563,-5.144492153,0.049095677,-2.052534955,0.06510754,0.396590077,0.054424573,7.496713208,1.0035351,305.3012043,-0.130245428,-26.87002608,2.52149526,2521.49526,-6780.629282,-1894.150038,12.33412248,0.0480666,0.014026488,7.209515015,0.18744739,21.12463794,4.528661425,3.899177487,1.860966273,16,85,17,0.84,0.096975672,0.003749384,0.29926278,0.031472677,0.202611933,0.000478073,0.324091145,0.005504058,0.068083705,0.561231024,comb,4.267743617,13.17007444,0.16500437,1.385061981,4.737458882,7.163685741,0.106033616,0.548164734,86.75736951
121,UBC_291,199.0175328,0.026132097,-63.44408016,0.031244483,-5.66489177,0.032959357,-1.54793339,0.04229038,0.340525258,0.040537003,8.514302742,0.99828416,305.684184,-0.70419793,-2.53212716,2.936639725,2936.639725,-6568.773469,-2162.216919,-15.8335129,0.0480666,0.014026488,6.599883072,0.17159696,15.96606381,3.288678408,2.831552109,1.351419112,0.030430087,461,92,0.32,0.099262728,0.005707134,0.346526883,0.06381798,0.152294532,0.002468355,0.366880124,0.023782023,0.098694366,0.448417426,comb,5.087615052,17.7609,0.292513629,3.270928798,8.225266547,6.490514138,0.031763923,0.472742833,96.64845075
122,CWNU_2012,102.741764,0.089111492,-0.849726084,0.092633713,-0.405363914,0.109554917,0.574254174,0.103102077,0.140217704,0.112099312,1.220782876,1.007564426,213.5960602,-0.488961722,79.60852482,7.131767016,7131.767016,-11988.01715,-2501.456372,-4.26995645,0.0480666,0.014026488,8.790285164,0.228547414,14.82415499,1.734000406,1.49297435,0.712554102,0.055322084,1027,205,0.84,0.362466595,0.017996529,0.819161536,0.043983747,0,0,0,0,0.228408318,0.427424447,king,45.11723775,101.9633431,2.240078641,5.474780844,16.88105723,7.635843829,0.245829682,0.6032424,52.42710936
122,Patchick_90,101.1773082,0.07833435,-0.530710641,0.080308974,-0.170173608,0.09466581,1.069814407,0.089858904,0.18535271,0.096854955,1.896632534,1.0070008,212.6397539,-1.736389544,78.12174383,5.395119404,5395.119404,-12189.20827,-2604.204392,-114.8712584,0.0480666,0.014026488,8.959994838,0.232959866,15.13952325,1.499938169,1.291446763,0.616370729,12,258,51,0.78,0.059925641,0.002614979,0.086632146,0.00334125,0.081510409,0.00051296,0.208677301,0.004844255,0.022395905,0.547813898,comb,5.642753992,8.157507863,0.246233214,0.314620778,9.934136987,11.23547325,0.265232927,1.076696641,132.813147
