cluster,Name,ra,ra_error,dec,dec_error,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,parallax_over_error,ruwe,l,b,radial_velocity,dist_kpc,dist_pc,X,Y,Z,Metal,M_e,log_age,log_age_e,dg,Av,Ag,E_BR_RP,d2,mass,e_mass,fb,rc_deg,e_rc_deg,rt_deg,e_rt_deg,ro_deg,e_ro_deg,re_deg,e_re_deg,r50_deg,bw,fitflag,rc_pc,rt_pc,e_rc_pc,e_rt_pc,R_J_pc,a_kpc,e,p_Myr,i_deg
1,ASCC_12,72.50423206,0.045168836,41.72496139,0.029673256,-0.679096667,0.059444502,-2.924508816,0.050594606,0.948244524,0.052705172,18.03809929,1.000715613,163.0481901,-1.8426181,-26.14465879,1.054580306,1054.580306,-9091.804529,296.1465995,-10.35242349,0.0270298,0.007887664,7.69019608,0.199945098,11.15547834,1.101494166,0.948386477,0.452637833,0.008940919,397,79,0.37,0.38992751,0.015969719,0.953668225,0.076620236,0.654106794,0.008151561,1.630143859,0.085278135,0.357296034,0.404882517,comb,7.176966197,17.55312062,0.293937028,1.410264292,9.298467769,9.972218477,0.170109926,0.900313951,96.26556534
1,CWNU_1145,75.99375993,0.056467831,40.15103983,0.035358787,-0.497959353,0.079172481,-2.991723984,0.05831253,0.891478002,0.060890302,14.56321621,1.00078702,165.9893728,-0.776227851,-24.03383812,1.12173267,1121.73267,-9144.4311,255.6237295,4.02701805,0.0270298,0.007887664,7.499687083,0.194991864,10.68425128,1.231234285,1.06009272,0.505952038,19,75,15,0.24,41.93722851,53604.41027,1.279711711,0.771315566,0.624261667,297155.6607,0.630586851,1046822.404,0.508838476,0.55558884,comb,821.0440578,25.05410427,1049463.307,15.10076094,5.362754719,9.153765113,0.162936967,0.791782592,93.43077529
2,ASCC_19,81.992726,0.034891563,-1.934297484,0.027511383,1.168620822,0.04523428,-1.175917045,0.033586327,2.799943139,0.051422969,52.8324337,1.038598537,204.8595032,-19.3611802,11.65061088,0.35715011,357.15011,-8423.799162,-139.2545414,-95.2563169,0.0085476,0.002494306,7.06069784,0.183578144,7.49141136,0.395842236,0.340820165,0.16266375,0.016627936,107,21,0.21,0.365236574,0.007115779,2.363165647,0.31876911,0.517826826,0.005370267,0.919245072,0.038750623,0.389293681,0.446620077,comb,2.276682221,14.7306639,0.044355819,1.987029824,5.725913457,8.285946172,0.089026334,0.681898075,87.53566238
2,UBC_17a,84.49046475,0.038535655,-1.832405675,0.034041096,1.797392589,0.045646423,-1.289607187,0.038291149,2.772697299,0.04716083,58.56141472,1.046872675,205.9795961,-17.09274412,11.73650996,0.360659637,360.659637,-8428.340146,-150.8946924,-82.40507359,0.0480666,0.014026488,6.759667845,0.175751364,7.766235242,0.01329495,0.011446952,0.005463304,0.024816327,161,32,0.21,0.952516388,0.175453631,6.135470015,6.393143487,0.475938587,0.040293693,0.625617494,0.161823098,0.726761056,0.420844106,comb,5.99580314,38.62093172,1.104427646,40.24290845,6.563258831,8.444213906,0.092908392,0.701528214,87.56010566
3,ASCC_21,82.30051993,0.044114349,2.948970548,0.035409922,1.544658483,0.054758744,-0.538947106,0.040899115,2.893406853,0.052594451,55.00598145,1.025535524,200.5558865,-16.66219581,10.16829406,0.345613338,345.613338,-8429.400834,-111.0932845,-75.35909798,0.0152,0.004435567,7.149219113,0.185879697,7.370193126,0.197639928,0.170167978,0.081216325,0.019082541,225,45,0.02,40.52109655,14391.335,2.063590705,0.984103613,6.71E-169,1.56E-163,6.26E-147,1.55E-141,0.809627473,0.380598744,comb,244.4269291,12.44776627,86809.83783,5.936202239,7.337639147,8.297464921,0.088329228,0.683320485,87.54147535
3,Briceno_1,81.14857841,0.042789165,1.630926535,0.033147249,1.377606232,0.051596716,-0.043406612,0.039815497,2.881752792,0.051019389,57.35162735,1.021988034,201.1621334,-18.443991,11.58537528,0.347011028,347.011028,-8425.117171,-116.5205845,-86.70962122,0.0152,0.004435567,7.06069784,0.183578144,7.252876261,0.204247199,0.175856839,0.083931456,0.021050679,174,34,0.16,0.581397285,0.108888669,1.08612066,0.273311828,0.719386626,0.005237176,1.479486382,0.043626836,0.409943975,0.403705504,comb,3.521223924,6.578073463,0.659482588,1.655308981,6.73375781,8.32526948,0.088740882,0.686758041,87.3989635
5,ASCC_63,164.1360439,0.057170026,-60.5041044,0.056052757,-5.259511653,0.076697726,2.231632872,0.0683119,0.168239019,0.068795603,2.483175993,1.013213039,289.2485743,-0.716942904,17.94078338,5.943924358,5943.924358,-6438.587493,-4830.59191,-46.54441762,0.0480666,0.014026488,8.780317312,0.22828825,14.49415164,1.841070152,1.585161401,0.756552353,0.052424046,1474,294,0.92,0.074479501,0.002976438,0.198491726,0.017625376,0.126685812,0.001377595,0.302899747,0.012955522,0.092865533,0.3792656,comb,7.726581677,20.59174018,0.308778805,1.828475022,13.61446759,15.06927084,0.47071865,1.672417337,83.4066799
5,Teutsch_143b,167.1584414,0.056735704,-60.76657474,0.053938024,-5.688795443,0.075782534,2.254504972,0.066061355,0.218508799,0.066597708,3.0985533,1.00322789,290.7047445,-0.360496394,19.62370895,4.576474754,4576.474754,-6761.477284,-3602.486361,-5.61806258,0.0085476,0.002494306,9.130333768,0.237388678,13.70849547,1.973574893,1.699247983,0.811002627,0.029145791,1890,378,0.59,0.086627623,0.004318851,0.174588595,0.012894846,0.142958693,0.00063651,0.353082492,0.00603341,0.101268858,0.375277761,comb,6.919342629,13.94518591,0.344966291,1.029970055,14.2110791,13.18773647,0.327585653,1.369183615,87.71107074
5,UBC_261,159.8512124,0.028096238,-60.47540566,0.029005153,-5.596182932,0.037294988,2.6569241,0.0350864,0.214734529,0.033467505,6.366518173,1.0011699,287.3458193,-1.654717532,22.74524828,4.656912908,4656.912908,-6999.495425,-3584.946269,-89.63041895,0.0480666,0.014026488,6.599883072,0.17159696,15.78036594,2.253896887,1.94060522,0.926195557,0.036568339,574,114,0.17,0.084784773,0.003371777,0.208498864,0.016415542,0.11461538,0.000969314,0.221915559,0.008682812,0.081561923,0.453471878,comb,6.891176054,16.94646725,0.274052853,1.334230027,9.75717129,8.136288437,0.354857217,0.663507456,87.60023197
7,ASCC_72,193.7581769,0.03320032,-61.055757,0.03823102,-5.252100281,0.042744987,-0.352564139,0.054328684,0.316099411,0.049973663,6.438638223,1.0086951,303.3669276,1.812720596,-12.77776931,3.163561732,3163.561732,-6539.107189,-2402.956741,107.9288557,0.0480666,0.014026488,6.599883072,0.17159696,15.92677993,3.208750168,2.762733895,1.318574139,0.104842629,586,117,0.31,0.08732493,0.002852882,0.261832197,0.022252451,0.205123101,0.003049978,0.520163404,0.042825412,0.07676763,0.435291758,comb,4.821608313,14.45695173,0.157520648,1.228659476,8.96311541,6.733471172,0.062548165,0.499533721,95.4096677
7,UBC_1513,182.0490774,0.02685726,-61.88748278,0.025288578,-5.375514719,0.03174815,0.085997761,0.033719994,0.303717144,0.03481238,8.212932748,0.97982484,297.8609159,0.558523126,-11.10719475,3.292537221,3292.537221,-6777.314325,-2545.507252,45.43201663,0.0152,0.004435567,8.439332694,0.21942265,13.22221312,1.714136157,1.475871231,0.704391271,0.011745493,175,35,0.83,0.137746814,0.010518187,0.112222708,0.002408243,0.103254833,0.000697155,0.186924699,0.004390094,0.047046124,0.538521058,comb,7.915705415,6.44894696,0.604434087,0.138391166,6.138775828,6.972150723,0.091614683,0.526327975,74.08911676
8,ASCC_125,344.0716821,0.071692161,62.69537293,0.070147976,-0.592641433,0.095981084,-2.198375808,0.088038899,1.188966373,0.08278475,14.42547894,1.019052505,110.1591217,2.71320127,-23.13068919,0.84106668,841.06668,-8407.165076,776.4902264,60.88131133,0.0085476,0.002494306,6.599883072,0.17159696,11.91976,3.464240153,2.982710772,1.423562833,0.038716328,460,92,0.62,0.118094746,0.004437269,0.167755655,0.00541345,0.129444238,0.000844584,0.272257769,0.00601355,0.074961461,0.401983853,comb,1.733557983,2.462549476,0.06513637,0.079466105,9.322528604,10.47785222,0.186231466,0.96964934,89.17226408
8,CWNU_58,341.9587187,0.055019435,60.67087228,0.054202873,-0.264884575,0.070143864,-2.439897496,0.067480959,1.13878632,0.064773731,18.86484718,1.012577653,108.3697622,1.37032283,-27.47666372,0.878127865,878.127865,-8393.279586,816.3342104,39.28865462,0.0480666,0.014026488,6.889861721,0.179136405,13.81662404,3.811166986,3.281414775,1.566125739,0.015948848,103,20,0.2,1.333222455,0.295103681,0.843598057,0.025102586,0,0,0,0,0.311321254,0.530230348,king,20.43326398,12.92917152,4.522824675,0.384727818,5.657560171,10.52867787,0.2053527,0.976713207,89.41971794
10,Alessi_33,105.7337117,0.048460271,-26.46875998,0.062537156,-3.218663785,0.06411054,3.483481022,0.076802693,1.251467519,0.078679822,15.81072617,1.012121677,237.9372108,-9.383728818,34.10693915,0.799061889,799.061889,-8531.185744,-650.3319953,-104.9437026,0.0270298,0.007887664,7.301029996,0.18982678,9.126327837,0.359819229,0.309804356,0.147860788,0.010802509,410,82,0.19,0.612224961,0.038033954,1.547819934,0.117529287,0,0,0,0,0.437298344,0.366592687,king,8.53824903,21.58630061,0.530431445,1.639094099,9.04674797,8.031750029,0.127472329,0.65076109,83.14891528
10,HSC_1865,103.566663,0.050762672,-24.29506075,0.074865736,-2.800888794,0.067973152,3.513087179,0.091272622,1.127103903,0.096562982,12.36116791,1.015754461,235.1049104,-10.23305568,35.28528879,0.887229649,887.229649,-8608.019016,-695.6626534,-129.448482,0.0270298,0.007887664,7.178976947,0.186653401,9.300587716,0.418693409,0.360495025,0.172054,0.018884707,454,90,0.3,0.596271147,0.041947957,0.923694356,0.06403118,0.695785822,0.006610158,1.571666703,0.057295657,0.418914527,0.363288617,comb,9.233305576,14.3034797,0.649567411,0.991527855,9.414539338,7.984427119,0.129499448,0.645018164,82.47379662
10,HSC_1913,106.3310175,0.025169527,-27.80114072,0.033576839,-3.131270028,0.03473093,3.385020527,0.041949902,1.185696015,0.040278398,29.32413483,1.003712296,239.3708961,-9.490134244,36.90275802,0.84338649,843.38649,-8530.227784,-688.7927495,-112.7861792,0.0270298,0.007887664,7.281033367,0.189306868,9.180202826,0.339486958,0.29229827,0.139505633,0.011308289,78,15,0.15,1.108445438,0.249363916,0.641752113,0.01746562,0,0,0,0,0.31617824,0.506824964,king,16.31617399,9.446508393,3.670604705,0.257091675,5.206440703,8.024513552,0.136038213,0.649881801,82.82302636
10,OC_0395,104.3366572,0.03686933,-21.35514531,0.054911371,-3.466897328,0.054191552,3.248813965,0.070186723,1.223032082,0.074488025,16.26683426,1.007446885,232.7292886,-8.369956027,34.79756356,0.817640039,817.640039,-8599.283577,-626.9700242,-92.77931963,0.0270298,0.007887664,7.269512944,0.189007337,9.306502186,0.479939165,0.413227621,0.197221765,0.012153428,259,51,0.14,0.620382571,0.017829772,0.982119369,0.028888268,0.707583754,0.003545504,1.459284205,0.027596685,0.418891967,0.407621658,comb,8.853176165,14.01534504,0.254439953,0.41225034,7.799627059,7.938476553,0.1153563,0.639458041,82.36129024
10,vdBergh_83,100.0228414,0.046566354,-27.18767595,0.062155463,-2.829826293,0.062665031,3.3030453,0.081390185,1.058527785,0.074348308,14.44772768,1.02872815,236.4446612,-14.32318943,39.77336014,0.944708315,944.708315,-8606.649469,-729.4574148,-201.9958086,0.0270298,0.007887664,6.620136055,0.172123537,9.762316949,0.400003569,0.344403073,0.16437377,0.04648241,97,19,0.14,0.309052164,0.013367532,0.401297352,0.012880019,0.378547652,0.002732561,0.944126709,0.025280396,0.153858689,0.470654298,comb,5.0957357,6.616699318,0.220407484,0.212369238,5.632894577,8.192951568,0.141034072,0.670450755,84.54484334
11,Alessi_43,132.6491279,0.066053283,-41.72364599,0.074122228,-5.529308394,0.088725552,3.947995981,0.09247059,1.053881819,0.085619319,12.62852907,1.019125581,262.5415417,1.521439412,18.81699999,0.948872997,948.872997,-8241.920283,-909.6337437,45.11808157,0.0270298,0.007887664,7.06069784,0.183578144,9.540163675,1.28758414,1.108609945,0.529107927,0.060171801,903,180,0.65,0.253453814,0.052209852,4.01619527,12.68121785,0.243225325,0.103017002,0.264562146,1.228954457,0.233238289,0.354717581,comb,4.197437964,66.51204111,0.864645165,210.013116,11.54916642,8.096087478,0.106615134,0.658596004,84.57352747
11,Collinder_197,131.2143649,0.069575511,-41.27354276,0.07606028,-5.736141568,0.090896558,4.077817922,0.10170405,1.04175071,0.089159958,11.7006731,1.021121323,261.5144805,0.963689363,20.11373406,0.959922552,959.922552,-8258.380657,-913.8635025,36.89386738,0.0270298,0.007887664,7.06069784,0.183578144,10.10033654,2.335606467,2.010957168,0.959772536,0.037781531,469,93,0.8,0.123141604,0.021927993,0.250033038,0.055267285,0.150838385,0.002180569,0.302384238,0.017387376,0.091429017,0.406083979,comb,2.063090925,4.189005786,0.367377409,0.925937542,9.296371862,8.088482118,0.108510357,0.657668207,84.2946793
11,OC_0467,129.4455494,0.056474824,-40.30477969,0.06867151,-5.627390121,0.073662132,3.619629292,0.087170005,1.068665135,0.07559327,13.84933186,1.013012767,259.9304348,0.511117851,22.22295281,0.935746818,935.746818,-8278.111148,-877.02679,28.80375684,0.0480666,0.014026488,6.969881644,0.181216923,9.273269408,0.881546455,0.759011498,0.362254553,0.050929968,420,84,0.63,0.195957802,0.012249345,0.449484462,0.050205681,0.318464477,0.002561722,0.813150516,0.024753166,0.221330462,0.385856862,comb,3.200355964,7.340918627,0.200054624,0.819952301,8.972618577,8.019293688,0.105811843,0.649247792,84.67304755
12,Alessi_59,103.3650242,0.059770565,1.868090304,0.06231845,-0.54220858,0.07531328,-0.008937738,0.065998174,0.215027655,0.07606577,2.747887481,1.0163041,211.5063651,1.250295665,68.64394089,4.650564598,4650.564598,-11392.64608,-1971.115672,108.741622,0.0270298,0.007887664,8.530199698,0.221785192,13.73457836,1.474383327,1.269444045,0.605869458,0.110070369,621,124,0.65,23.13397862,18348.24413,0.629257816,0.20246324,0.57104363,0.017665954,0.823209642,0.105159816,0.240786346,0.448417426,comb,1877.731011,51.07538717,1489284.12,16.4334683,12.90264442,6.253006048,0.146494581,0.447032992,130.5956365
12,Berkeley_28,101.6563268,0.066915914,1.778971904,0.069487929,-1.323300064,0.084556535,-0.573554414,0.075992189,0.50451156,0.083367072,5.800192356,1.022536039,210.8000735,-0.258807748,66.92267158,1.982115137,1982.115137,-11445.00058,-1950.62343,128.9601272,0.0270298,0.007887664,8.540329475,0.222048566,12.44091103,1.135797261,0.977921442,0.46673403,0.014540732,1045,209,0.13,0.142834551,0.005450258,0.280464672,0.01523897,0.214052426,0.001400833,0.566572108,0.01383586,0.137774633,0.351412803,comb,4.941280632,9.702516948,0.188548598,0.527183562,13.4485903,6.999236705,0.125011257,0.529398034,69.48007308
12,FSR_1150,106.1459501,0.055373412,-6.61634864,0.059358207,-0.506300269,0.068463617,0.111936585,0.06612321,0.222603953,0.071868887,2.905063199,1.0082052,220.3179868,-0.109313263,64.04921079,4.492283211,4492.283211,-10920.39571,-2374.678605,21.44382539,0.0480666,0.014026488,8.790285164,0.228547414,14.44837887,1.588112318,1.367364706,0.652604199,0.043393779,518,103,0.85,0.09389982,0.005589183,0.161718338,0.011222512,0.139174075,0.001871989,0.335928892,0.01647189,0.05989945,0.452817986,comb,7.362227872,12.67954779,0.438220636,0.879902546,11.89631892,6.790566189,0.174892048,0.505900703,54.14236764
12,UBC_1351,107.7380126,0.045149479,-3.428348009,0.045447655,-0.339527117,0.056147851,0.048435734,0.056290187,0.240065767,0.056949813,4.161891937,1.016839266,218.2091425,2.761432962,63.5895722,4.165525189,4165.525189,-11068.80717,-2319.944058,208.9214711,0.0270298,0.007887664,8.989894564,0.233737259,13.76963077,0.532818138,0.458756417,0.218951361,0.019719423,234,46,0.19,0.095643765,0.002305121,0.142212661,0.003173457,0.12502489,0.000844668,0.309756026,0.00795566,0.052770789,0.501314087,comb,6.953505401,10.33916331,0.167587206,0.230717082,9.023889716,8.829385969,0.175731138,0.75007045,102.4748468
13,Alessi_72,106.6004333,0.023986159,-16.0770932,0.024422417,-3.087393043,0.032369424,1.747250696,0.031395553,0.754626707,0.034855215,22.35852909,1.005297363,228.9305965,-4.087195779,31.25802404,1.325158506,1325.158506,-8940.310263,-937.8773132,-66.14466989,0.0270298,0.007887664,7.340444115,0.190851547,10.68168798,0.950677999,0.818533758,0.390662831,0.007419767,246,49,0.34,0.776482828,0.15456558,0.965641936,0.10929091,0.681234942,0.013541419,1.195865499,0.091512992,0.414284878,0.443170671,comb,17.95878916,22.33373271,3.574851321,2.527721592,7.880779638,7.475111067,0.08113564,0.584295818,79.70754335
13,Bochum_4,112.9320712,0.065792095,-17.18857162,0.068871938,-3.007892954,0.079291489,1.884593695,0.084131655,0.773389811,0.090937707,8.904948235,1.004776716,232.7530834,0.79206873,34.85792348,1.293009019,1293.009019,-8879.26881,-996.1091,39.44484236,0.0480666,0.014026488,7.800029359,0.202800763,12.06612534,1.036387396,0.892329548,0.425883458,0.013342938,716,143,0.15,0.364548784,0.02058467,3.806530382,1.447090442,0,0,0,0,0.461923694,0.375277761,king,8.226868883,85.90297849,0.464539695,32.65687296,11.19106801,9.002671588,0.099416938,0.772259775,96.08144116
13,HSC_1808,107.5348077,0.017997073,-15.67914385,0.017661085,-3.234489173,0.023530506,1.606263328,0.022381581,0.763541868,0.023600385,31.72234375,1.0100231,228.996721,-3.059238724,40.06083813,1.309685876,1309.685876,-8925.102874,-923.7601764,-42.66016284,0.0085476,0.002494306,7.469822016,0.194215372,9.176124241,0.267500419,0.230317861,0.10992415,18,80,16,0.86,0.124504835,0.008413313,0.245435825,0.023710312,0.18234722,0.003294684,0.497992673,0.040638251,0.055322197,0.602046613,comb,2.845972693,5.610253254,0.192314291,0.541978153,5.415332295,7.592180611,0.093958447,0.598075621,80.17192711
14,Alessi_80B,268.1550198,0.033941249,-38.7425072,0.028979588,2.88883794,0.040473187,-1.746223248,0.028267796,0.825444358,0.040730842,19.94656944,0.975101203,352.3166354,-6.304795567,-16.55551097,1.211468696,1211.468696,-6962.357238,-155.6420251,-109.6234478,0.0480666,0.014026488,7.320146286,0.190323803,10.63217821,1.061176412,0.913672891,0.436070028,0.011499019,288,57,0.46,0.248436837,0.027131179,1.562352086,0.646414666,0,0,0,0,0.254961692,0.46897032,king,5.25297768,33.03455613,0.573664838,13.66786767,7.091128316,8.616746335,0.055921395,0.723138135,92.47039929
14,CWNU_275,266.8435851,0.030062963,-40.60148832,0.025065998,2.653195015,0.037549196,-2.234898704,0.02374623,0.82549156,0.0341132,24.29952908,0.975890696,350.2370114,-6.265852902,-19.08060108,1.211399424,1211.399424,-6985.490141,-204.3932079,-106.2508605,0.0152,0.004435567,7.480006943,0.194480181,10.7441992,0.89334195,0.769167419,0.367101685,0.012953501,678,135,0.71,1.419294413,0.692323182,2.133195067,0.974282084,0.343241106,1563418.143,0.421591177,2671970.133,0.713763893,0.386069515,comb,30.00801192,45.10194813,14.63772569,20.59915696,9.439470428,8.533480641,0.061137417,0.712681712,88.60222253
16,Alessi-Teutsch_5,332.0478999,0.074822955,61.0544013,0.070601821,-1.875065475,0.093821988,-3.33124753,0.087243088,1.122308588,0.081897408,13.7475729,1.017780066,104.4586378,4.218524168,-22.7733176,0.891020536,891.020536,-8339.513532,845.6085084,85.27980305,0.0270298,0.007887664,7.06069784,0.183578144,10.01697145,1.476391663,1.271173222,0.606694745,0.020382335,295,59,0.42,0.35480904,0.05528104,0.514469275,0.070621244,0.391324728,0.005421686,0.77795671,0.038092293,0.202931262,0.413864162,comb,5.517721265,8.000636226,0.859688834,1.09824806,8.005252676,10.13150067,0.179856528,0.92197038,90.1879274
16,CWNU_1126,332.2524616,0.052623738,64.0757605,0.052607514,-1.434073161,0.06619709,-3.251157241,0.061816724,1.079429356,0.057983255,19.27571106,1.004323244,106.2933461,6.631003957,-25.14975188,0.92641542,926.41542,-8374.608099,864.2167753,125.1592407,0.0152,0.004435567,7.250420002,0.18851092,9.758608858,1.466356691,1.262533111,0.602571067,0.013447776,145,29,0.59,0.341939779,0.007803954,0.897939124,0.044803922,0.487477202,0.003413106,0.992600174,0.027364446,0.274633998,0.474154148,comb,5.528824054,14.51877709,0.126182127,0.724434584,6.335060902,9.97995498,0.184989293,0.901361857,90.43594073
16,UPK_172,324.8355535,0.086433828,62.32527788,0.085198373,-2.027191029,0.113654554,-3.13327372,0.10294503,1.097167191,0.096096188,11.85167027,1.005814433,102.5511335,7.312931823,-22.55065028,0.911438118,911.438118,-8315.644803,871.0380036,135.9300197,0.0270298,0.007887664,7.369215857,0.191599612,10.98481273,1.69240832,1.457163564,0.695462634,0.027960975,368,73,0.68,0.311967358,0.014613991,0.581625307,0.035858433,0.509944138,0.003632624,1.212353994,0.032764778,0.231050784,0.4111544,comb,4.962650723,9.252260458,0.232473466,0.570421468,8.603814876,9.818020217,0.174209341,0.879512844,90.83134014
17,Antalova_1,262.2430346,0.063632339,-31.54952614,0.048394192,-0.283438006,0.084042825,-2.853661767,0.056954436,0.624457053,0.072537936,7.655319214,0.9814131,355.8390741,1.624211802,24.57418844,1.601391153,1601.391153,-6685.743836,-105.5553597,57.79589874,0.0480666,0.014026488,7.579783597,0.197074374,12.83736765,2.195402187,1.890241283,0.902158285,17,134,26,0.61,0.292425384,0.02240292,1.170261499,0.201793204,0,0,0,0,0.236663353,0.558360058,king,8.173157374,32.70828021,0.626151493,5.640028888,5.302002686,9.821309408,0.095799171,0.879954857,94.85348212
17,Theia_2803,262.894546,0.015164851,-30.6231687,0.17356505,-0.462601985,0.021069578,-2.384290988,0.22749209,0.553673289,0.25396424,2.597142131,1.11017365,356.3304903,1.222465361,-16.99655533,1.806119276,1806.119276,-6621.641688,-81.93772486,52.68980785,0.0480666,0.014026488,6.910090546,0.179662354,14.80888816,3.566222316,3.070517414,1.46547044,0.012693597,433,86,0.82,0.130860874,0.006522624,1.127731214,0.304350415,0,0,0,0,0.128926078,0.442061338,king,4.125091743,35.54916437,0.205610903,9.593955364,7.691268766,8.183058582,0.011227491,0.669236768,99.29396963
18,Antalova_2,262.5624091,0.091772698,-32.56335312,0.066198528,2.005793651,0.12902917,-1.506296293,0.087062292,0.892103116,0.097881064,9.103369713,0.985728264,355.1490798,0.849415921,-15.54878298,1.12094665,1120.94665,-7007.044172,-95.10289787,36.23003072,0.0270298,0.007887664,7.068185862,0.183772832,9.961134228,1.526149349,1.314014589,0.627141709,0.037767758,109,21,0.69,0.182252101,0.018908976,0.565939946,0.099707899,0,0,0,0,0.124375817,0.564208621,king,3.565618337,11.07216783,0.369939173,1.950706253,5.16177132,8.423993485,0.034471237,0.699009916,94.44068413
18,UFMG_95,270.672306,0.02931004,-29.38239062,0.024026724,1.795636181,0.03829408,-0.989336403,0.0257727,0.841549637,0.03080986,26.95144837,0.93861854,1.486531246,-3.449137652,-17.39858075,1.188284037,1188.284037,-7005.303013,29.35801599,-49.47550713,0.0152,0.004435567,7.480006943,0.194480181,10.86120417,0.699990691,0.602691985,0.287647705,0.004252264,122,24,0.43,0.208139516,0.011270546,0.452962849,0.024268326,0,0,0,0,0.132652433,0.519284035,king,4.316703018,9.394208917,0.233745138,0.503312192,5.32787329,8.465129339,0.020929115,0.704136245,88.16753445
19,BDSB_30,333.6858555,0.082316034,61.46971609,0.082043707,-1.394321914,0.106300451,-2.857874346,0.101492167,1.131768046,0.095664941,12.41854286,1.012296081,105.3300589,4.054049341,-15.02088983,0.883573276,883.573276,-8350.599379,836.1680844,82.92301621,0.0270298,0.007887664,7.06069784,0.183578144,9.712868716,2.320722665,1.998142215,0.953656324,0.083330777,447,89,0.73,0.139488499,0.009871483,0.417141193,0.076690635,0.248127024,0.007972906,0.523007615,0.101718606,0.155931344,0.412493707,comb,2.151088807,6.432843982,0.152230734,1.18266644,9.201206287,9.864897353,0.151524429,0.885819342,89.91214024
19,OC_0185,332.1041179,0.084304962,62.54491222,0.082229123,-1.268153605,0.109855503,-2.540500026,0.101573031,1.087004363,0.093282312,11.92034388,1.014955401,105.3443041,5.432766271,-20.22806788,0.919959509,919.959509,-8371.937145,868.6833752,114.9794871,0.0270298,0.007887664,7.519827994,0.195515528,9.354980946,0.910722145,0.784131767,0.374243741,0.083322313,1679,335,0.68,97.52924849,12394.00688,1.989124884,0.036692023,0,0,0,0,0.974767585,0.319054796,king,1565.961059,31.93803047,199002.1705,0.589138951,14.31600252,9.818131831,0.170976679,0.879527842,90.75893596
20,BDSB_93,104.3404001,0.049062893,-8.34700181,0.0535376,-2.308520447,0.06694077,1.29758427,0.069503956,0.723436018,0.06164044,10.6881969,1.0341719,221.0348379,-2.45978001,20.90855806,1.382292249,1382.292249,-9091.457765,-839.1181855,-31.8070728,0.0480666,0.014026488,6.599883072,0.17159696,11.06257816,2.14391563,1.845911357,0.881000875,0.112901896,124,24,0.36,0.217870378,0.081380644,1.048154776,1.647501278,0.440776746,0.007325385,0.487417764,0.029247988,0.178702458,0.524557532,comb,5.256242909,25.28731147,1.963352875,39.74687606,6.338803687,7.594993628,0.069996487,0.598408045,80.42626334
20,HSC_1740,104.9181483,0.0661655,-7.791085997,0.07271082,-2.413264534,0.08357213,1.10428768,0.07762577,0.757135917,0.09000801,8.207269455,1.0444349,220.8061523,-1.728818254,25.98687343,1.320766823,1320.766823,-9081.486698,-828.5476825,-14.96778116,0.0480666,0.014026488,6.599883072,0.17159696,14.54984645,3.020318031,2.600493825,1.241141578,13,60,12,0.3,0.140162657,0.003815609,0.22509571,0.006411029,0.191487579,0.00136499,0.433533837,0.013501593,0.073638259,0.577350269,comb,3.230991685,5.188845466,0.087956387,0.147785308,4.961437083,7.647141953,0.071593017,0.604581747,80.65614596
21,BDSB_96,106.1186104,0.082089532,-11.41548879,0.088880085,-4.173422252,0.101704218,1.512187194,0.104164068,0.869595628,0.102241453,8.534424305,1.018224299,224.5517485,-2.341154913,15.6128784,1.149959783,1149.959783,-8897.454435,-788.301684,-26.65860447,0.0270298,0.007887664,7.301029996,0.18982678,9.260242642,0.802743827,0.691162435,0.329872129,0.063583547,1846,369,0.81,0.247777765,0.009324288,0.703613912,0.064177112,0.392714653,0.011113593,1.211174356,0.138550784,0.31205783,0.311528019,comb,4.973044564,14.12194246,0.18714391,1.288072148,15.35919359,7.466949046,0.034477635,0.583339096,81.70238245
21,Theia_3581,112.2354499,0.056193367,-14.08308506,0.053684711,-3.376624352,0.071723305,1.028747013,0.063210927,0.898055736,0.075596131,11.76984692,1.008332849,229.7545017,1.735971013,15.78808792,1.113516634,1113.516634,-8807.420236,-810.9892171,53.75880443,0.0270298,0.007887664,7.439332694,0.19342265,10.68164824,1.066601441,0.918343841,0.438299339,0.024079989,433,86,0.12,0.794988083,0.194029903,4.48069274,5.572349355,1.05E-87,8.19E-83,6.16E-71,5.25E-66,0.175960226,0.592987257,comb,15.45022097,87.08016437,3.770880269,108.2959993,9.412280344,7.665610637,0.047918466,0.606773265,84.08494463
22,BDSB_124,280.4651871,0.045207776,-5.421019362,0.044785748,-1.052700943,0.058918322,-1.337888891,0.049544758,0.413307204,0.054750463,7.480041981,0.992177576,27.01897331,-0.348795986,82.4302913,2.419507791,2419.507791,-5437.868928,1473.584009,23.30079711,0.0480666,0.014026488,8.209515015,0.21344739,13.55173025,3.160054749,2.720807139,1.298563694,0.015351486,1989,397,0.38,0.136606592,0.014320753,0.221173656,0.02475111,0.14993261,0.001267127,0.344731553,0.01192529,0.087208831,0.355190856,comb,5.768674699,9.339804579,0.60474216,1.04519921,12.47670426,19.87389514,0.267472774,2.532974362,82.70869753
