cluster,Name,Metal,M_e,log_age,log_age_e,dg,mass,e_mass,rt_pc,e_rt_pc,R_J_pc,a_kpc,e,p_Myr,i_deg,S,V_esc_km/s,V_esc_err,V_rel_km/s,V_rel_err,R_roc
239,HXHWL_17,0.0085476,0.002494306,8.120573931,0.211134922,10.83659134,59,11,10.59516713,1.31375201,4.857245631,9.063570322,0.104765586,0.78010896,84.9958044,170.689694,2.322407577,0.309168013,13.19062327,2.818377017,5.882184709
242,HSC_2090,0.0270298,0.007887664,7.759667845,0.201751364,20.67703309,175,35,10.80906288,0.634226298,7.371897093,17.12206903,0.426723437,2.025539275,82.8656611,130.2163889,8.690414522,1.496906211,20.56374052,5.421498478,9.043720982
242,Ruprecht_66,0.0152,0.004435567,9.178976947,0.238653401,13.99378127,968,193,10.37831984,0.539603017,13.03679694,14.56746126,0.374076928,1.589578979,98.84526668,130.2163889,8.690414522,1.496906211,20.56374052,5.421498478,16.0117982
244,HSC_2304,0.0270298,0.007887664,7.670245853,0.199426392,10.68757914,207,41,27.91156178,2.179538015,6.89534524,8.576390997,0.071482898,0.718064012,86.91874165,88.83905346,19.88312944,3.797604916,8.866298216,3.454145778,7.968869405
244,NGC_3114,0.0152,0.004435567,7.829946696,0.203578614,10.62784822,3875,775,21.04607832,1.635181307,18.29647144,8.704847369,0.066864665,0.734256913,93.11852953,88.83905346,19.88312944,3.797604916,8.866298216,3.454145778,21.36728026
245,HSC_2315,0.0085476,0.002494306,6.92992956,0.180178169,13.44694432,359,71,329.8257448,1309.678609,8.287040845,7.827653485,0.195583478,0.626114398,81.60515835,109.6868263,6.104073724,0.962069653,19.738759,0.825670007,9.640219352
245,HSC_2324,0.0270298,0.007887664,6.800029359,0.176800763,13.99066003,116,23,11.18846872,2.297879598,5.669746685,7.882099767,0.206172161,0.632658277,83.77035949,109.6868263,6.104073724,0.962069653,19.738759,0.825670007,6.613001295
246,HSC_2330,0.0270298,0.007887664,8.230448921,0.213991672,13.40774106,290,58,7.666433331,0.436643682,7.757930787,10.02788108,0.296831668,0.907862475,78.2677315,1151.259362,3.024505108,0.482975114,19.07973725,3.955948733,9.079990512
246,Trumpler_13,0.0152,0.000443557,8.620136055,0.224123537,13.71815752,934,186,6.939455293,0.150093473,11.66348754,20.62174604,0.484754187,2.677284071,96.08602917,1151.259362,3.024505108,0.482975114,19.07973725,3.955948733,13.40917337
248,HSC_2374,0.0480666,0.014026488,8.699837726,0.226195781,13.32768413,133,26,8.722635733,1.259204969,5.846307409,9.277543834,0.144014984,0.807896684,99.2399666,44.96809822,9.007014642,1.354054239,6.889484866,0.852119797,6.71371666
248,Trumpler_15,0.0480666,0.014026488,6.620136055,0.172123537,14.54451208,291,58,4.293929867,0.32106447,7.601495424,7.20411236,0.147117288,0.552811437,88.25832417,44.96809822,9.007014642,1.354054239,6.889484866,0.852119797,8.743226144
249,HSC_2540,0.0085476,0.002494306,7.910090546,0.205662354,12.17173322,177,35,12.60241236,1.844713699,6.162883638,6.604121068,0.045016449,0.485208994,97.3957382,64.43491811,21.91287705,4.248310449,6.871164163,1.823657828,6.820412538
249,NGC_4755,0.0085476,0.002494306,7.220108088,0.18772281,12.47533896,3419,693,7.182082471,0.416356907,16.52574041,7.09924843,0.040527193,0.540785283,86.85897059,64.43491811,21.91287705,4.248310449,6.871164163,1.823657828,18.61734222
250,HSC_2607,0.0480666,0.014026488,8.699837726,0.226195781,14.61562605,407,81,12.93641743,0.450854612,7.768877978,7.460447298,0.125515049,0.58257736,79.73255584,216.3675989,7.674173565,1.189245604,7.199440467,1.635959049,8.540870077
250,NGC_5168,0.0270298,0.007887664,8.920123326,0.231923206,13.25795845,1074,214,6.627547891,0.410572542,10.7108512,6.855981347,0.110421251,0.513228475,73.82979704,216.3675989,7.674173565,1.189245604,7.199440467,1.635959049,11.80327773
251,HSC_2646,0.0085476,0.002494306,8.170261715,0.212426805,10.98879497,97,19,70.11079573,699.5449166,5.105143551,7.353655345,0.003783662,0.570113349,85.6792085,81.8619045,6.524343083,1.032480977,16.32265617,2.625629385,5.79286971
251,HXHWL_13,0.0480666,0.014026488,8,0.208,11.61946313,308,61,30.25868181,11.29495065,7.504252238,7.345993148,0.010109751,0.56922253,93.82094999,81.8619045,6.524343083,1.032480977,16.32265617,2.625629385,8.519152376
253,HSC_2785,0.0270298,0.007887664,6.770115295,0.176022998,12.57337418,578,115,4.122948673,0.143057468,9.01921117,8.853207786,0.128868581,0.753108048,95.3593416,15.21856361,42.41441257,7.123975959,6.212494746,8.501380965,5.477524237
253,NGC_6193,0.0270298,0.007887664,6.940018155,0.180440472,10.45691424,2604,520,19.0918253,7.448835709,14.87220712,8.866150839,0.128941247,0.754760175,94.7492581,15.21856361,42.41441257,7.123975959,6.212494746,8.501380965,10.12170324
255,HSC_2870,0.0480666,0.014026488,6.620136055,0.172123537,15.95002096,267,53,15.36538385,0.829096028,6.130294312,8.490707009,0.075694727,0.707330011,103.1301499,230.4533337,7.822546982,1.336864774,58.49790133,0.789737015,6.323295425
255,UBC_558,0.0480666,0.014026488,8.829946696,0.229578614,13.61785019,1372,274,10.63744137,0.445268758,10.28053019,8.57076255,0.068420741,0.71735726,78.93657753,230.4533337,7.822546982,1.336864774,58.49790133,0.789737015,10.91231022
256,HSC_2902,0.0480666,0.014026488,6.69019608,0.173945098,15.88539305,170,34,14.30862721,0.388211036,5.801738025,8.717000762,0.090956792,0.735795164,99.0417103,252.0613233,3.216017543,0.455438748,11.54556338,3.530170102,6.258678688
256,HSC_2935,0.0480666,0.014026488,6.640481437,0.172652517,15.56249196,133,26,8.593123362,0.46291185,5.200708519,8.997943918,0.106926022,0.771651538,100.7637941,252.0613233,3.216017543,0.455438748,11.54556338,3.530170102,5.766990569
257,HSC_2978,0.0270298,0.007887664,8.760422483,0.227770985,12.43845016,268,53,7.539523056,0.13764712,5.915546864,8.562034183,0.01929662,0.716261716,99.95285642,298.9711402,4.966220267,0.746432702,9.558365737,1.949323552,6.060980218
257,UFMG_93,0.0480666,0.014026488,8.780317312,0.22828825,14.33252882,589,117,8.418528747,0.339800811,7.43780898,8.327995867,0.04894885,0.687095421,89.42554292,298.9711402,4.966220267,0.746432702,9.558365737,1.949323552,7.880237796
258,HXHWL_8,0.0270298,0.007887664,7.969881644,0.207216923,11.71035691,401,80,179.5900672,152.611258,8.724060158,11.54713266,0.16387506,1.121805426,91.73511039,65.66747748,12.64832062,1.89555304,7.099842424,0.998825203,10.17390998
258,NGC_7024,0.0270298,0.007887664,8.499687083,0.220991864,12.22623212,820,164,20.4582141,2.260535952,11.01879503,11.89252916,0.142161812,1.17251293,91.22368116,65.66747748,12.64832062,1.89555304,7.099842424,0.998825203,12.9535491
259,HXHWL_30,0.0270298,0.007887664,8.489958479,0.22073892,11.35650656,176,35,13.51074638,0.81804001,6.120247377,10.78099189,0.083993673,1.01203232,96.65244062,125.0699572,5.368843093,0.763118656,12.32976666,3.004048653,6.873929685
259,Theia_984,0.0270298,0.007887664,8.540329475,0.222048566,11.63731614,243,48,9.977401616,0.087995435,6.800135534,9.815219344,0.082390398,0.879136511,91.25138749,125.0699572,5.368843093,0.763118656,12.32976666,3.004048653,7.654597383
262,Haffner_14,0.0480666,0.014026488,8.780317312,0.22828825,14.20479003,4944,988,26.45994483,1.866064327,23.51999998,7.057412292,0.298486911,0.536012031,101.439304,1437.165225,6.109142421,1.004075165,23.29848207,7.47926986,31.31370139
262,Ruprecht_42,0.0270298,0.007887664,9.100370545,0.236609634,13.94127469,1290,258,25.22674145,2.945102045,16.37740603,10.85180754,0.52775228,1.022020077,129.0745647,1437.165225,6.109142421,1.004075165,23.29848207,7.47926986,20.0094847
265,IC_1369,0.0152,0.004435567,8.899820502,0.231395333,13.60654274,2055,411,10.22595124,0.853793842,15.90877275,22.95236414,0.442895611,3.143745937,98.90883331,334.9301586,16.16104669,2.668862019,12.45294035,7.772227586,18.834474
265,NGC_7044,0.0152,0.004435567,9.178976947,0.238653401,13.93873669,8112,1622,15.08746218,0.409580088,24.54090529,19.24780724,0.465847105,2.414227508,68.48283123,334.9301586,16.16104669,2.668862019,12.45294035,7.772227586,29.77749242
267,IC_1805,0.0480666,0.014026488,6.840106094,0.177842758,13.89755505,1374,274,26.24651122,9.259587227,14.59369676,11.17406192,0.192222271,1.067881132,83.94210526,96.08196622,15.31429502,2.170385722,18.66984056,5.821442982,18.31693957
267,IC_1848,0.0480666,0.014026488,6.630427875,0.172391125,15.75367614,1245,249,8.27498344,0.933916237,14.26073223,11.7397808,0.221807987,1.149995882,82.96626058,96.08196622,15.31429502,2.170385722,18.66984056,5.821442982,17.71550158
269,King_10,0.0480666,0.014026488,8.710117365,0.226463051,14.07558325,4680,936,13.12737893,0.631644948,22.17321137,23.16072296,0.550390684,3.186650767,99.42282903,1261.328573,5.880849477,1.094203882,18.95379319,7.166411701,28.63516385
269,UBC_1169,0.0270298,0.007887664,8.989894564,0.233737259,14.68255289,390,78,19.0619333,0.838422175,10.20131593,92.01198171,0.598292588,25.23323194,95.04448222,1261.328573,5.880849477,1.094203882,18.95379319,7.166411701,12.50746925
270,Kronberger_53,0.0270298,0.007887664,8.840106094,0.229842758,13.61610032,2760,552,14.61171855,0.95801844,16.19496832,24.09756605,0.328929025,3.381941351,96.57905031,647.1811143,6.62059096,1.133242528,10.73748417,3.77565404,18.29121529
270,UBC_363,0.0480666,0.014026488,6.640481437,0.172652517,19.0256337,537,107,14.28664974,0.768097703,9.263064895,15.85004453,0.287915786,1.804064385,103.058666,647.1811143,6.62059096,1.133242528,10.73748417,3.77565404,10.59885433
272,LP_282,0.0480666,0.014026488,7.309630167,0.190050384,17.59030795,608,121,5.524050583,0.295305886,7.790069852,12.59652569,0.27044475,1.278151894,107.8746587,41.4365932,24.51361965,4.017920155,7.952913585,2.245833004,7.961238942
272,NGC_6404,0.0270298,0.007887664,8.260071388,0.214761856,14.42740193,2286,457,10.1106969,0.74223685,12.08469853,14.46275737,0.273822659,1.572472119,72.19256699,41.4365932,24.51361965,4.017920155,7.952913585,2.245833004,12.58882083
273,LP_403,0.0480666,0.014026488,6.889861721,0.179136405,14.709747,952,190,7.486720834,0.257711618,11.31235503,7.572825311,0.167063066,0.595790002,84.07858152,204.3963093,12.67744217,2.010815645,16.22104244,2.728308738,12.98421264
273,NGC_3496,0.0480666,0.014026488,8.800029359,0.228800763,12.39090317,2866,573,10.38519798,0.753549859,16.1799667,8.764658234,0.144597363,0.741837498,83.55026878,204.3963093,12.67744217,2.010815645,16.22104244,2.728308738,18.75525458
275,LP_947,0.0480666,0.014026488,9.359835482,0.243355723,12.84202092,785,157,13.22535982,0.539956141,12.15775453,10.02837846,0.26032118,0.90793002,95.6016458,350.0062034,6.094590946,0.864189275,6.228958315,4.488431024,15.07985326
275,NGC_2587,0.0480666,0.014026488,8.699837726,0.226195781,13.34380122,726,145,28.02577521,3.612016627,11.79117406,7.579430884,0.311284822,0.59656971,113.378621,350.0062034,6.094590946,0.864189275,6.228958315,4.488431024,14.69211392
276,LP_1182,0.0270298,0.007887664,7.720159303,0.200724142,14.1745711,908,181,18.07135765,0.588601226,10.03097962,7.751665508,0.036514951,0.617019429,81.32249291,448.0470038,4.830327209,0.76171725,5.342064632,3.376420544,10.63647514
276,UBC_1542,0.0480666,0.014026488,8.42975228,0.219173559,14.06227659,307,61,10.94304529,0.823980852,6.699018733,7.385819145,0.051867008,0.573857823,100.0456632,448.0470038,4.830327209,0.76171725,5.342064632,3.376420544,7.409904735
278,Moffat_1,0.0480666,0.014026488,6.670245853,0.173426392,15.69224961,546,109,21.33758293,14.94907341,8.161072944,8.548828441,0.159773498,0.714605255,100.7250521,276.1040168,7.030163572,1.043795335,11.4969378,2.822347145,8.630654774
278,Ruprecht_176,0.0270298,0.007887664,8.889861721,0.231136405,12.9486538,1040,208,7.343696343,0.061637236,9.833534567,7.691766068,0.141532976,0.609881422,107.4459862,276.1040168,7.030163572,1.043795335,11.4969378,2.822347145,10.69873082
280,NGC_1931,0.0480666,0.014026488,6.630427875,0.172391125,15.83623451,4787,957,49.91770222,12.7573276,22.89411356,10.07496146,0.210728714,0.914263524,77.64716944,289.1274202,12.42047076,2.310717384,8.614832837,6.849084793,29.05596235
280,UBC_198,0.0480666,0.014026488,7.609594409,0.197849455,13.36166735,397,79,40.46825041,18.21443021,9.868420898,9.475129512,0.202718104,0.833842516,96.01552107,289.1274202,12.42047076,2.310717384,8.614832837,6.849084793,12.662676
281,NGC_1960,0.0270298,0.007887664,7.369215857,0.191599612,11.36226896,1123,224,7.817609085,0.217223756,13.28915996,8.449459077,0.125376269,0.702181953,87.37184928,217.1447261,7.037696992,1.27421762,12.04915995,5.056902826,16.44939433
281,Theia_3747,0.0085476,0.002494306,8.840106094,0.229842758,10.8809399,127,25,8.253225512,0.301023552,6.431867426,9.29158657,0.108529741,0.809731658,84.99387948,217.1447261,7.037696992,1.27421762,12.04915995,5.056902826,7.95257027
282,NGC_2099,0.0270298,0.007887664,8.550228353,0.222305937,11.77165689,5304,1060,11.31988982,0.897434751,22.73534809,8.266882463,0.211168035,0.679546136,99.76769972,288.7665468,12.97480935,2.450311998,18.76603946,6.128696991,28.22161268
282,OC_0289,0.0085476,0.002494306,9.071882007,0.235868932,11.64127572,346,69,25.77228546,2.68653744,9.081799379,10.0387067,0.226829681,0.909332999,86.28491321,288.7665468,12.97480935,2.450311998,18.76603946,6.128696991,11.35376176
283,NGC_2311,0.0270298,0.007887664,7.380211242,0.191885492,11.97515635,201,40,5.087929759,0.198736262,7.813774532,7.486804142,0.105434431,0.585667347,74.4483152,180.6424632,3.873428597,0.56283762,21.05988807,3.506923363,9.85331798
283,OC_0369,0.0480666,0.014026488,6.670245853,0.173426392,16.40714467,114,22,6.141815994,0.17790262,6.500540776,7.392513098,0.126350396,0.574638152,72.31356597,180.6424632,3.873428597,0.56283762,21.05988807,3.506923363,8.155752893
286,NGC_2567,0.0270298,0.007887664,8.760422483,0.227770985,11.48775605,1021,204,13.21615283,1.225524635,12.53375923,10.46818102,0.14994053,0.968307151,87.87260525,284.196611,5.96430284,1.050725835,12.83746964,4.709066364,15.25522889
286,UBC_475,0.0085476,0.002494306,8.139879086,0.211636856,11.66598692,154,30,17.71093043,0.787752991,6.707125839,7.842632104,0.161691689,0.627912411,86.32614945,284.196611,5.96430284,1.050725835,12.83746964,4.709066364,8.119780529
287,NGC_2659,0.0480666,0.014026488,8.699837726,0.226195781,12.49709344,400,80,6.881772061,0.368735315,8.996794256,9.092609659,0.216724911,0.783861121,84.82080215,330.8903122,3.573130853,0.59884094,5.019098772,2.822425166,10.65308717
287,Theia_3337,0.0480666,0.014026488,7.320146286,0.190323803,11.88169481,91,18,6.54492995,0.116160465,5.405660408,9.336187205,0.199698741,0.81556885,79.5777695,330.8903122,3.573130853,0.59884094,5.019098772,2.822425166,6.50321785
288,NGC_2972,0.0270298,0.007887664,8.42975228,0.219173559,13.21680443,558,111,6.944822291,0.712769384,9.772819136,6.889961063,0.115619754,0.517048705,85.13742027,123.9631014,8.051511588,1.157816874,12.97813594,5.04574896,11.56765218
288,UBC_1456,0.0480666,0.014026488,6.620136055,0.172123537,16.0083398,376,75,12.00467081,0.343993896,8.615570087,7.279469513,0.120864884,0.561507938,84.77075237,123.9631014,8.051511588,1.157816874,12.97813594,5.04574896,10.13940968
290,NGC_5269,0.0152,0.004435567,8.399673721,0.218391517,12.48721557,676,135,6.213842432,0.427758076,9.482517309,7.72931417,0.124164695,0.61435266,79.819751,326.1434145,4.579620159,0.791841679,5.027341112,1.92984095,10.61144589
290,Theia_2166,0.0480666,0.014026488,8.949877704,0.23269682,11.98715719,119,23,8.313578488,3.368778273,5.318169371,7.3135259,0.109460644,0.565452995,82.66730462,326.1434145,4.579620159,0.791841679,5.027341112,1.92984095,5.947022467
291,NGC_5617,0.0270298,0.007887664,7.800029359,0.202800763,13.61318384,1591,318,9.361493434,0.175686381,12.25092648,6.214945544,0.134801803,0.44295774,88.31694007,235.5298505,9.13230018,1.390692979,15.34698859,3.108524599,13.37870823
291,UBC_298,0.0270298,0.007887664,8.650307523,0.224907996,13.33656466,692,138,13.41869539,1.805725183,9.164400445,7.385642881,0.162352433,0.57383728,95.86366209,235.5298505,9.13230018,1.390692979,15.34698859,3.108524599,10.13587706
292,NGC_5715,0.0085476,0.002494306,8.899820502,0.231395333,12.60610866,1536,307,8.226540287,0.518344212,12.09229831,7.548095644,0.08170878,0.592873986,98.20485885,230.6642782,8.473745112,1.398020495,6.010038038,1.665671687,13.36442832
292,NGC_5764,0.0480666,0.014026488,9.079181246,0.236058712,12.20678411,389,77,9.936309617,0.92067991,7.673749455,7.174717596,0.089887221,0.549431456,84.71327826,230.6642782,8.473745112,1.398020495,6.010038038,1.665671687,8.454590133
293,NGC_6200,0.0270298,0.007887664,7.281033367,0.189306868,13.33178708,700,140,32.04015816,17.22321724,8.454655208,8.105092045,0.049951914,0.659695057,99.60073751,249.4480218,6.670448322,0.949172651,18.96409475,2.470311998,9.097506382
293,UBC_1550,0.0480666,0.014026488,8.720159303,0.226724142,14.25620293,590,118,11.35668064,0.23674918,8.169272985,7.353882126,0.062582665,0.570139722,85.08312038,249.4480218,6.670448322,0.949172651,18.96409475,2.470311998,8.593526207
295,NGC_6231,0.0480666,0.014026488,6.810232518,0.177066045,12.6610575,4384,876,12.05454726,1.765862455,17.01527202,8.294258137,0.057872205,0.682924391,97.49130986,31.40920313,35.05120601,6.88113622,11.35596892,3.585303211,18.40062974
295,OC_0673,0.0480666,0.014026488,6.840106094,0.177842758,11.71574887,101,20,4.137711542,0.436311,4.845470736,8.301758445,0.058544559,0.68385093,97.03823662,31.40920313,35.05120601,6.88113622,11.35596892,3.585303211,4.601267816
296,NGC_6396,0.0480666,0.014026488,6.6599162,0.173157821,16.36658901,752,150,5.493357298,0.276578573,8.426306618,8.330203579,0.03643138,0.687368658,105.3269041,633.4438553,4.742707088,0.674959381,14.51710913,3.348442468,8.323417851
296,OC_0692,0.0480666,0.014026488,8.089905111,0.210337533,14.77548208,904,181,7.782385232,0.179855675,8.119273059,8.390457368,0.029661578,0.69483991,76.21469582,633.4438553,4.742707088,0.674959381,14.51710913,3.348442468,8.850178473
297,NGC_6400,0.0270298,0.007887664,8.640481437,0.224652517,11.93633534,1012,202,6.575736105,0.374989154,10.73433918,7.84846076,0.01665588,0.628612539,84.591738,104.4229411,11.03916761,1.664570953,7.864046757,3.491945028,11.86623928
297,Theia_3922,0.0152,0.004435567,8.780317312,0.22828825,11.70645182,467,93,10.56173036,1.119028281,8.251558446,7.934543827,0.021353441,0.638982918,81.62631739,104.4229411,11.03916761,1.664570953,7.864046757,3.491945028,9.164441703
298,NGC_6451,0.0270298,0.007887664,7.800029359,0.202800763,14.09372553,1847,369,15.71287685,0.646864336,11.05928704,10.11963719,0.067102181,0.920351483,82.46389231,477.2613394,6.097002926,1.102978258,9.540182448,2.175935083,11.9065823
298,UBC_564,0.0270298,0.007887664,6.6599162,0.173157821,16.04755974,215,43,5.772173007,0.239713211,5.692117205,8.492704867,0.050552422,0.707579678,104.3937649,477.2613394,6.097002926,1.102978258,9.540182448,2.175935083,5.813534726
299,NGC_6469,0.0480666,0.014026488,6.6599162,0.173157821,15.92456059,487,97,27.55365816,9.063643192,8.064993146,9.531909124,0.114649976,0.841348922,99.45329751,316.8653762,5.293618706,0.750333295,8.789871359,3.41752722,8.954218203
