cluster,Name,Metal,M_e,log_age,log_age_e,dg,mass,e_mass,rt_pc,e_rt_pc,R_J_pc,a_kpc,e,p_Myr,i_deg,S,V_esc_km/s,V_esc_err,V_rel_km/s,V_rel_err,R_roc
22,UBC_1036,0.0270298,0.007887664,8.269512944,0.215007337,14.61050036,972,194,7.796690499,0.261167779,9.363835615,11.98583376,0.162023606,1.186338645,67.95050154,407.2532462,7.909283219,1.18360781,74.25358059,3.561507049,9.707683226
25,BH_78,0.0152,0.004435567,9.008600172,0.234223604,16.54388065,755,151,9.874237069,0.388434517,12.54633441,49.73746358,0.877899265,10.02840245,118.6664093,1730.882311,3.2843263,0.486820838,9.054309515,4.772371421,14.33448255
25,UBC_252,0.0152,0.004435567,9.149219113,0.237879697,13.71578019,1415,283,14.57449134,1.243368529,14.42975464,13.95485808,0.479199102,1.490371164,98.20377465,1730.882311,3.2843263,0.486820838,9.054309515,4.772371421,17.67334118
27,BH_87,0.0270298,0.007887664,8.699837726,0.226195781,12.76838298,1700,340,11.12066686,1.86992913,13.97242448,9.081157607,0.129960241,0.782380689,93.46854572,249.9700951,9.026207271,1.396392054,15.17198344,4.513938898,16.17421505
27,HSC_2340,0.0270298,0.007887664,8.240549248,0.21425428,12.84149999,667,133,50.4663837,10.68204507,10.11922143,8.348354067,0.161137161,0.689616419,76.79580872,249.9700951,9.026207271,1.396392054,15.17198344,4.513938898,11.83945889
28,BH_92,0.0270298,0.007887664,8.650307523,0.224907996,13.70669066,390,78,7.43986333,1.087944734,8.509584239,7.109817031,0.198668414,0.541993327,77.21823127,131.9035304,7.674778783,1.09412825,20.39716372,4.123660248,9.977083061
28,HSC_2281,0.0085476,0.002494306,7.650307523,0.198907996,13.57226243,513,102,64.99121561,130.5882938,9.406665169,9.630257777,0.176101722,0.8544038,81.69134002,131.9035304,7.674778783,1.09412825,20.39716372,4.123660248,10.93278096
29,BH_132,0.0480666,0.014026488,7.800029359,0.202800763,13.63290559,478,95,7.838466023,0.427600638,8.547238144,6.25956608,0.05411826,0.44773665,84.12543703,344.5800701,3.918705994,0.631353618,17.67827274,2.417673403,9.746049509
29,CWNU_2700,0.0152,0.004435567,7.469822016,0.194215372,12.7480999,137,27,11.3308615,0.966357359,5.726391392,7.105462954,0.085465282,0.541495525,78.83884488,344.5800701,3.918705994,0.631353618,17.67827274,2.417673403,6.425713997
32,Basel_8,0.0152,0.004435567,7.369215857,0.191599612,11.49404407,166,33,18.40508632,0.433537819,7.13842659,7.626061219,0.115222933,0.602083512,82.66154881,116.5901017,5.633179473,0.808907474,22.0840614,4.468532942,8.838215831
32,Theia_2812,0.0085476,0.002494306,8.120573931,0.211134922,11.42994541,264,52,18.9357619,1.143926324,8.272832291,8.834197979,0.091436019,0.750683715,80.60007791,116.5901017,5.633179473,0.808907474,22.0840614,4.468532942,10.31836187
38,Berkeley_12,0.0270298,0.007887664,9.530199698,0.247785192,13.63601745,2661,532,18.88145651,0.707555435,20.16099666,26.9876136,0.414610891,4.008233635,102.5518962,1047.052373,5.121503095,0.873544961,64.61535677,9.544123746,26.53307048
38,Juchert_20,0.0480666,0.014026488,9.149219113,0.237879697,13.20764706,531,106,13.11164,0.113708447,11.44328884,22.74856125,0.350010727,3.101967225,95.34606854,1047.052373,5.121503095,0.873544961,64.61535677,9.544123746,15.50482558
47,Berkeley_62,0.0480666,0.014026488,6.609594409,0.171849455,16.34036808,218,43,15.00461266,0.645525474,8.056729273,13.40763662,0.254964853,1.40357185,85.06101154,92.06874137,9.362579469,1.504907616,8.354897608,3.587071233,10.04774864
47,NGC_366,0.0480666,0.014026488,6.640481437,0.172652517,18.05153325,720,144,5.185542219,0.098375873,11.91201139,13.37420479,0.270634201,1.398325433,85.40346944,92.06874137,9.362579469,1.504907616,8.354897608,3.587071233,14.99747474
50,Berkeley_69,0.0480666,0.014026488,9.190331698,0.238948624,13.8157242,1146,229,10.02306162,0.154753518,15.37318687,13.54880998,0.274934573,1.425798097,93.33108723,813.5607188,3.720703291,0.65983331,9.855292648,6.318232476,19.66635569
50,FSR_0811,0.0480666,0.014026488,8.760422483,0.227770985,14.06596564,163,32,9.084737032,0.172093767,7.714563317,9.109465408,0.178560028,0.786041796,83.67661611,813.5607188,3.720703291,0.65983331,9.855292648,6.318232476,10.26568625
51,Berkeley_75,0.0085476,0.002494306,9.089905111,0.236337533,15.60639335,1685,337,469.9953951,146.1855415,26.11547226,69.27631654,0.656078026,16.4847925,32.19544224,595.7397727,7.412115145,1.056498389,18.26951893,11.89154414,27.31743296
51,Tombaugh_2,0.0085476,0.002494306,9.130333768,0.237388678,15.49492575,2119,423,12.36939071,0.816347251,22.24677173,31.41090347,0.53736538,5.033000171,65.93720769,595.7397727,7.412115145,1.056498389,18.26951893,11.89154414,29.48658288
52,Berkeley_81,0.0270298,0.007887664,9.220108088,0.23972281,14.21426278,1691,338,8.833853761,0.128886333,10.72667881,12.15694337,0.141167613,1.211833332,106.8541809,151.9154794,11.9063765,1.787994106,7.880577632,3.980956157,11.33645806
52,HSC_320,0.0152,0.004435567,8.650307523,0.224907996,17.40663961,812,162,12.50832249,0.673078209,8.424575604,16.4362675,0.156687988,1.905070728,91.89463112,151.9154794,11.9063765,1.787994106,7.880577632,3.980956157,8.875947942
55,Berkeley_87,0.0480666,0.014026488,7.049218023,0.183279669,13.90790332,824,164,5.601518645,0.292867399,10.85813784,10.61307102,0.150201391,0.988480051,97.0974692,258.0409986,6.895497521,0.985169658,13.61423952,3.009359278,12.52145786
55,Teutsch_8,0.0480666,0.014026488,6.910090546,0.179662354,13.16743841,602,120,14.4386016,14.64620389,9.683197516,11.02902815,0.151081768,1.047157893,97.5222896,258.0409986,6.895497521,0.985169658,13.61423952,3.009359278,11.27721832
58,Berkeley_97,0.0480666,0.014026488,6.650307523,0.172907996,17.6366197,289,57,8.585274606,2.414187017,8.55906436,17.48841789,0.413374173,2.090894337,89.94181254,416.9151324,4.276054506,0.638591352,15.42694906,4.614660662,10.77978578
58,CWNU_23,0.0085476,0.002494306,6.620136055,0.172123537,15.5346198,597,119,116.694573,73.74075181,11.1858973,18.04976144,0.403599966,2.192368241,88.96606024,416.9151324,4.276054506,0.638591352,15.42694906,4.614660662,13.72906994
59,Berkeley_104,0.0480666,0.014026488,9.021189299,0.234550922,14.51276544,328,65,10.78006882,0.585824098,9.752108573,21.4046943,0.522915472,2.831195422,81.74509144,652.086553,2.966610268,0.416212047,6.947523235,6.259175623,12.5722237
59,UBC_1212,0.0270298,0.007887664,9.369215857,0.243599612,14.02585449,339,67,15.22962195,1.41364582,9.849694535,50.08522873,0.523630921,10.13376421,99.06087764,652.086553,2.966610268,0.416212047,6.947523235,6.259175623,12.71122645
61,Bochum_1,0.0480666,0.014026488,8.729974286,0.226979331,14.06452633,2259,451,235.2938057,902.0996747,20.18303237,12.29178445,0.181013959,1.232051059,89.06546617,156.5848848,11.94339034,2.105882218,16.23628983,9.567950831,26.72236488
61,HSC_1540,0.0480666,0.014026488,6.630427875,0.172391125,18.30919824,337,67,35.46689555,4.764550244,10.73820951,8.269099953,0.184563336,0.679819574,56.97545203,156.5848848,11.94339034,2.105882218,16.23628983,9.567950831,14.12790972
64,COIN-Gaia_15,0.0480666,0.014026488,7.800029359,0.202800763,12.18341072,579,115,10.41838682,0.466566943,10.67257356,8.665546152,0.145566001,0.729289923,96.75784343,129.1286695,12.59823605,2.005163083,59.58879269,5.812136282,13.10784157
64,Saloranta_10,0.0270298,0.007887664,8.519827994,0.221515528,11.1157375,1803,360,15.10206132,2.887860123,15.51821991,10.26839863,0.155074558,0.940720013,96.54416306,129.1286695,12.59823605,2.005163083,59.58879269,5.812136282,19.1731855
65,COIN-Gaia_19,0.0270298,0.007887664,8.550228353,0.222305937,11.57464722,218,43,31.86539564,19.37807242,7.760921836,8.160401421,0.138829568,0.66645923,91.53926797,131.5774897,16.38784147,3.119305322,141.651087,5.471477044,9.614234995
65,CWNU_255,0.0270298,0.007887664,8.760422483,0.227770985,11.18040718,3889,777,9.303228298,0.415260221,20.50327651,10.24859998,0.211278647,0.938000601,87.74567138,131.5774897,16.38784147,3.119305322,141.651087,5.471477044,25.24413346
68,COIN-Gaia_37,0.0270298,0.007887664,7.540329475,0.196048566,11.70158021,145,29,24.65691419,6.224964034,6.547287843,11.31366985,0.281200162,1.087956559,93.66732392,122.241233,4.375480896,0.61745833,16.60115013,3.22799521,7.985691827
68,HSC_1090,0.0270298,0.007887664,8.550228353,0.222305937,11.71149986,127,25,19.37342588,0.679053003,6.270167225,18.88815038,0.285510021,2.346877659,91.88416515,122.241233,4.375480896,0.61745833,16.60115013,3.22799521,7.640359009
69,CWNU_19,0.0480666,0.014026488,6.670245853,0.173426392,16.16772429,214,42,24.04584119,1.853396743,6.282378652,7.819007116,0.063773773,0.625077283,97.80941586,154.6997149,4.329327047,0.62305402,33.01380014,0.943706925,6.932923388
69,CWNU_395,0.0270298,0.007887664,8.178976947,0.212653401,12.70492041,123,24,7.444350711,0.474823828,5.248420821,8.410784219,0.10915089,0.697366434,82.62025063,154.6997149,4.329327047,0.62305402,33.01380014,0.943706925,5.764150403
71,CWNU_352,0.0480666,0.014026488,7.450249108,0.193706477,11.7264048,163,22,10.29717087,4.92228135,6.056488578,7.563921488,0.037918217,0.594739552,86.15479148,73.00343481,7.052364965,0.930243207,21.72210409,5.664932255,6.856537726
71,CWNU_95,0.0152,0.004435567,7.301029996,0.18982678,12.09144062,259,51,13.7624157,1.058997051,7.063338039,7.678450285,0.024911378,0.608298392,88.83483596,73.00343481,7.052364965,0.930243207,21.72210409,5.664932255,8.003847412
74,CWNU_153,0.0270298,0.007887664,8.599883072,0.22359696,12.16988036,150,30,8.882831903,1.081226707,5.980577508,10.41859571,0.162557188,0.96143534,83.74046386,155.1812156,6.439934126,1.060188346,1.640327638,1.777842078,6.786326572
74,Roslund_3,0.0480666,0.014026488,8.250420002,0.21451092,12.07133052,598,119,8.331817453,0.401692715,9.387299606,11.75428784,0.159242451,1.152128143,96.62357842,155.1812156,6.439934126,1.060188346,1.640327638,1.777842078,10.76252947
75,CWNU_180,0.0480666,0.014026488,7.149219113,0.185879697,12.49113002,249,49,15.50013807,3.986400356,7.329889729,9.69162333,0.127550123,0.862583394,92.44140438,66.68824242,7.869482677,1.104592773,12.66197084,6.614201944,8.554036679
75,OC_0115,0.0270298,0.007887664,8.11058971,0.210875332,19.37492418,231,46,36.11892311,186.4650506,7.153332886,11.51072708,0.108431561,1.116504399,92.16383328,66.68824242,7.869482677,1.104592773,12.66197084,6.614201944,8.341774744
76,CWNU_193,0.0270298,0.007887664,8.519827994,0.221515528,12.17309244,120,24,12.58723241,0.831624921,6.229590736,7.912747436,0.127874835,0.636351773,100.6362866,306.6530823,3.32486981,0.500088816,10.66438062,3.00995547,7.768283677
76,Theia_3628,0.0085476,0.002494306,8.301029996,0.21582678,12.28711887,274,54,26.26471398,1.414039442,8.43093256,8.792409179,0.131630347,0.74536353,98.04123621,306.6530823,3.32486981,0.500088816,10.66438062,3.00995547,10.22949981
77,Collinder_107,0.0152,0.004435567,6.92992956,0.180178169,12.22219345,235,47,26.0845146,3.389679655,7.988691295,7.532681443,0.041496265,0.591058824,79.28225751,122.7365274,6.597950989,0.961017044,18.26709547,3.231799834,9.948818482
77,CWNU_239,0.0152,0.000443557,7.301029996,0.18982678,12.40134421,386,77,5.774075373,0.345880187,9.461577518,7.347342487,0.050905161,0.569379373,80.36742252,122.7365274,6.597950989,0.961017044,18.26709547,3.231799834,11.74139264
78,CWNU_1107,0.0480666,0.014026488,7.309630167,0.190050384,9.419092355,170,34,10.75716236,1.875291233,6.684762357,9.758442776,0.16064448,0.871519447,91.57032003,106.6549112,7.600047082,1.215866738,37.46992979,7.802980787,7.954231296
78,CWNU_286,0.0270298,0.007887664,8.609594409,0.223849455,9.698828976,546,109,175.0351251,721.2289479,9.830521178,11.40702779,0.170857115,1.101450672,90.35541796,106.6549112,7.600047082,1.215866738,37.46992979,7.802980787,11.74365777
79,CWNU_326,0.0152,0.004435567,9.100370545,0.236609634,12.04697661,109,21,13.57437974,2.753757196,5.370895113,12.90826106,0.119800207,1.325891276,89.72355849,377.2939699,2.517866309,0.355153726,8.328952517,2.965907978,6.223373308
79,UBC_1090,0.0480666,0.014026488,8.899820502,0.231395333,14.39296392,169,33,7.086332949,0.441135861,6.3261753,12.49566253,0.151804815,1.262831,96.08743435,377.2939699,2.517866309,0.355153726,8.328952517,2.965907978,7.202998369
81,CWNU_361,0.0085476,0.002494306,8.920123326,0.231923206,11.47444534,89,17,11.0325284,1.671175379,5.618359629,13.14961712,0.225794249,1.363251438,88.10746767,46.92113828,11.66454717,2.069208967,7.308263734,2.852521993,6.752863052
81,NGC_1582,0.0480666,0.014026488,8.201397124,0.213236325,10.96812775,653,130,16.61154367,1.758398387,10.91927476,13.59059542,0.201632905,1.432399066,85.25744798,46.92113828,11.66454717,2.069208967,7.308263734,2.852521993,13.32673969
83,CWNU_423,0.0480666,0.014026488,8.829946696,0.229578614,13.0295595,267,53,9.053666488,2.293615,7.944614751,10.19306678,0.190153221,0.930386944,92.04014013,145.8469995,7.031103011,1.05781309,59.82717617,8.541354913,9.668526053
83,NGC_743,0.0085476,0.002494306,7.540329475,0.196048566,11.38404514,571,114,15.92801902,0.964753134,10.31912982,9.919714424,0.187451674,0.893213045,91.99844124,145.8469995,7.031103011,1.05781309,59.82717617,8.541354913,12.45963849
84,CWNU_427,0.0270298,0.007887664,8.459392488,0.219944205,11.6381508,284,56,224.249903,546.6334957,7.542242682,10.31261375,0.095554106,0.946802575,92.22140806,172.0639591,8.766821798,1.466437743,9.745014098,3.643707364,8.739828118
84,UBC_136,0.0270298,0.007887664,8.760422483,0.227770985,12.21028921,1253,250,20.44763323,2.53334979,12.39943179,10.62895837,0.096338564,0.990700454,92.6971237,172.0639591,8.766821798,1.466437743,9.745014098,3.643707364,14.3389827
85,CWNU_459,0.0480666,0.014026488,6.599883072,0.17159696,16.11641008,493,98,39.4868029,8.737845732,10.2944954,16.98870939,0.40179085,2.001920764,89.1625987,138.8236961,8.989948318,1.308777118,26.5277009,4.932944484,12.8917695
85,UBC_1185,0.0480666,0.014026488,7.068185862,0.183772832,15.49988698,811,162,54.00632921,10.82968131,12.30983856,16.38723656,0.40338102,1.89655258,91.40564019,138.8236961,8.989948318,1.308777118,26.5277009,4.932944484,15.22425806
88,CWNU_1281,0.0085476,0.002494306,7.540329475,0.196048566,11.73548573,112,22,22.51995211,2.455861275,6.24833725,7.694668508,0.074176401,0.610226657,80.12343288,106.2263206,5.286201077,0.783442163,86.15583223,0.770315241,7.777909423
88,OC_0352,0.0480666,0.014026488,7.589949601,0.19733869,11.83171861,233,46,14.63736353,0.963002072,7.998791298,9.801329516,0.132878373,0.877271031,96.22387526,106.2263206,5.286201077,0.783442163,86.15583223,0.770315241,9.932127026
91,CWNU_1342,0.0480666,0.014026488,8.840106094,0.229842758,13.20144589,252,50,21.99384008,7.517262938,6.619519269,6.079844205,0.038795135,0.428592907,74.72550013,230.1461808,4.841523957,0.697841832,19.16637758,2.828078485,7.401006575
91,UBC_524,0.0270298,0.007887664,8.889861721,0.231136405,14.47007329,375,75,8.670871275,0.287906536,7.69467242,5.964980226,0.033782665,0.416504613,111.4474457,230.1461808,4.841523957,0.697841832,19.16637758,2.828078485,8.44965992
92,CWNU_1405,0.0152,0.004435567,6.670245853,0.173426392,15.44829347,209,41,15.07505295,1.174759854,6.900253312,9.312322501,0.408708731,0.812443774,85.68587402,139.6621269,9.306867595,1.611192266,7.227115636,3.602737021,7.938178461
92,CWNU_2232,0.0480666,0.014026488,6.650307523,0.172907996,18.8340743,1197,239,33.89682794,4.288195583,12.40933208,8.888326389,0.387996991,0.757593594,85.19966817,139.6621269,9.306867595,1.611192266,7.227115636,3.602737021,14.21151646
93,CWNU_1421,0.0270298,0.007887664,8.178976947,0.212653401,14.39317569,99,19,12.40626041,1.114445938,6.559992611,13.33917353,0.19557614,1.392835048,88.6928173,93.41814897,4.194220471,0.576089242,11.88806184,6.738999146,8.55201484
93,UBC_1282,0.0152,0.004435567,9.161368002,0.238195568,12.80714875,92,18,6.276465955,0.503753979,6.400002973,12.10044928,0.178021212,1.203395952,106.0053249,93.41814897,4.194220471,0.576089242,11.88806184,6.738999146,8.345175007
95,CWNU_1434,0.0270298,0.007887664,8.699837726,0.226195781,14.04100002,143,28,40.05469545,1.421090073,7.414942998,26.13122248,0.504224214,3.8189669,89.300155,801.1094668,5.642133639,1.079882824,18.46877135,5.81375872,9.18760557
95,Ruprecht_48,0.0270298,0.007887664,8.250420002,0.21451092,14.22326967,2821,564,130.1203596,155.7889792,19.26117012,11.85955245,0.468762249,1.167639433,121.0305615,801.1094668,5.642133639,1.079882824,18.46877135,5.81375872,24.82559506
98,CWNU_1459,0.0270298,0.007887664,9.760422483,0.253770985,12.27141252,603,120,28.5399986,1.853505948,10.84703602,21.04684628,0.523766838,2.760494248,91.3835335,608.4594678,3.384362573,0.531485424,10.80657799,5.312695068,13.11569884
98,UBC_1443,0.0270298,0.007887664,9.409933123,0.244658261,12.81788932,207,41,50.39506676,4.572330227,7.541778733,15.08187156,0.384690409,1.674515453,84.44433238,608.4594678,3.384362573,0.531485424,10.80657799,5.312695068,9.183477698
99,CWNU_1478,0.0152,0.000443557,9.139879086,0.237636856,14.26111685,625,125,9.306509795,0.887125477,8.628869299,6.633324745,0.110654444,0.488430968,73.64129808,506.3774868,5.120306628,0.737329025,16.27240975,3.398893962,9.414499271
99,Teutsch_80,0.0270298,0.007887664,10.08990511,0.262337533,15.89696017,918,183,5.057967742,0.355021188,9.818853557,6.853444627,0.12594307,0.512943659,75.13410273,506.3774868,5.120306628,0.737329025,16.27240975,3.398893962,10.70168928
102,CWNU_1494,0.0480666,0.014026488,8.149219113,0.211879697,11.39655364,138,27,12.12432723,1.27393725,5.302718527,9.022728995,0.075983485,0.774842034,96.00088623,217.9734212,3.716913486,0.531604768,16.59681805,2.499189484,5.84616059
102,HSC_2945,0.0480666,0.014026488,7.800029359,0.202800763,14.75610388,212,42,10.9282497,1.611041683,6.190025272,10.89799746,0.111456043,1.028552245,82.43005212,217.9734212,3.716913486,0.531604768,16.59681805,2.499189484,6.745685385
107,CWNU_1616,0.0480666,0.014026488,6.69019608,0.173945098,15.31270081,114,22,13.65624037,1.04175629,5.105632395,7.875288751,0.105698634,0.631838423,95.99386821,629.2078734,2.580581665,0.410382685,4.347998321,3.687972273,5.598631467
107,UFMG_48,0.0480666,0.014026488,6.620136055,0.172123537,16.09856492,373,74,12.14381508,0.947446293,7.473840431,7.563435505,0.112749147,0.594682235,97.73852962,629.2078734,2.580581665,0.410382685,4.347998321,3.687972273,8.311581656
110,CWNU_1685,0.0085476,0.002494306,7.369215857,0.191599612,11.949889,98,19,10.22146914,0.386133471,5.094711282,7.485042943,0.066148662,0.5854607,83.51662461,78.19851553,5.317622559,0.754214599,17.9328172,2.326741839,5.778308606
110,UFMG_61,0.0270298,0.007887664,8.519827994,0.221515528,12.16869744,159,31,41.3529819,9.088130241,5.990674197,6.938995706,0.053920411,0.522578131,86.48840949,78.19851553,5.317622559,0.754214599,17.9328172,2.326741839,6.791044495
113,CWNU_1718,0.0152,0.004435567,7.029383778,0.182763978,13.34653268,92,18,11.88749559,0.468874056,6.093185346,9.487553614,0.191173376,0.835483096,79.32877017,241.1755712,3.293216895,0.496419749,40.98051722,2.696705145,7.81736869
113,UBC_68,0.0480666,0.014026488,8.42975228,0.219173559,12.34828236,212,42,11.54906704,0.559440953,8.137092655,9.486123355,0.120967204,0.835294179,104.3969929,241.1755712,3.293216895,0.496419749,40.98051722,2.696705145,10.3257899
115,CWNU_1773,0.0480666,0.014026488,7.780317312,0.20228825,14.33011377,101,20,70.62998964,74.75621677,6.317017465,10.79051986,0.254015087,1.013374228,100.7525179,385.6236091,2.961179053,0.463694751,10.89822591,6.455989653,7.919201852
115,Theia_5736,0.0480666,0.014026488,8.041392685,0.20907621,11.52627983,292,58,67.01952918,18.72653851,8.862203153,14.99973932,0.244750543,1.660855581,93.50057898,385.6236091,2.961179053,0.463694751,10.89822591,6.455989653,11.28167097
116,CWNU_1787,0.0270298,0.007887664,8.269512944,0.215007337,13.86059933,103,20,133.1768887,64.97149055,6.488123145,7.558533534,0.196924067,0.594104195,84.26646933,441.8068095,2.748842526,0.429272469,9.674758419,8.469143475,8.083589803
116,HSC_1538,0.0480666,0.014026488,6.699837726,0.174195781,16.1483474,285,57,36.26191823,1.116694863,8.858285603,8.563855357,0.15860914,0.716490256,76.21239144,441.8068095,2.748842526,0.429272469,9.674758419,8.469143475,11.34862764
117,CWNU_1791,0.0270298,0.007887664,8.550228353,0.222305937,13.88302767,121,24,12.66311714,0.992177107,6.948786436,7.724634561,0.16699259,0.613794818,87.48228613,364.7332307,3.121314716,0.475773888,6.72431161,4.388887068,8.862628779
117,UBC_214,0.0270298,0.007887664,8.42975228,0.219173559,13.41019622,292,58,15.01815068,0.737959602,9.174328514,10.76255317,0.177224335,1.009437113,97.68063474,364.7332307,3.121314716,0.475773888,6.72431161,4.388887068,11.88778901
118,CWNU_1813,0.0270298,0.007887664,8.620136055,0.224123537,14.87039256,688,137,6.982156126,0.358032799,9.471110889,14.21507542,0.130639689,1.532251501,110.4660031,795.3277031,4.528937342,0.663972167,13.78645436,4.297078519,10.42035854
118,Czernik_40,0.0480666,0.014026488,8.889861721,0.231136405,14.18167205,1208,241,12.78820627,0.634812828,11.38594211,15.38759748,0.153876301,1.725688992,120.2482209,795.3277031,4.528937342,0.663972167,13.78645436,4.297078519,12.57117852
122,CWNU_2012,0.0480666,0.014026488,8.790285164,0.228547414,14.82415499,1027,205,101.9633431,5.474780844,16.88105723,7.635843829,0.245829682,0.6032424,52.42710936,251.5306549,6.62988971,1.093652647,32.15963528,11.65193405,21.31362448
122,Patchick_90,0.0480666,0.014026488,8.959994838,0.232959866,15.13952325,258,51,8.157507863,0.314620778,9.934136987,11.23547325,0.265232927,1.076696641,132.813147,251.5306549,6.62988971,1.093652647,32.15963528,11.65193405,13.44414017
126,CWNU_2151,0.0480666,0.014026488,8.710117365,0.226463051,14.44846188,144,28,35.33109693,4.051652188,7.059663325,36.74324495,0.467015047,6.36755295,91.82957219,754.3104208,1.954778486,0.276118945,23.5269614,4.155351714,8.590749257
126,UBC_1157,0.0270298,0.007887664,8.620136055,0.224123537,13.36646996,191,38,28.81471599,5.828666476,7.42222622,18.74785993,0.437068577,2.320779359,94.1632536,754.3104208,1.954778486,0.276118945,23.5269614,4.155351714,9.438901983
130,CWNU_2304,0.0480666,0.014026488,8.740362689,0.22724943,14.48740023,981,196,33.8213829,17.9200729,11.78094079,9.194270207,0.357327859,0.797043817,111.6461764,548.5488362,4.68604624,0.714525033,21.73647104,4.868813492,13.44814622
130,CWNU_2554,0.0152,0.004435567,8.820201459,0.229325238,13.19536062,419,83,18.6109969,0.94499474,8.633901208,6.33258826,0.244300875,0.455594193,109.240092,548.5488362,4.68604624,0.714525033,21.73647104,4.868813492,10.12764023
134,CWNU_2404,0.0480666,0.014026488,6.640481437,0.172652517,17.37521924,261,52,31.63885138,1.130841786,7.861159137,15.37254564,0.326607318,1.72315756,94.75710394,354.0462492,3.168073347,0.461736073,5.095319532,2.489799823,9.405110814
134,UBC_1125,0.0152,0.004435567,8.969881644,0.233216923,11.45846413,152,30,8.30453185,0.411642757,6.537317776,14.41614328,0.357483569,1.564876029,72.70517922,354.0462492,3.168073347,0.461736073,5.095319532,2.489799823,7.854091471
135,CWNU_2414,0.0085476,0.002494306,6.609594409,0.171849455,15.45811322,369,73,9.749469693,0.741635312,7.913313631,12.79686826,0.185514942,1.30876554,102.1650904,614.2226084,5.038095535,0.828889413,16.94401692,2.983690266,8.935698791
135,Czernik_41,0.0270298,0.007887664,8.049218023,0.209279669,14.72945592,1443,288,6.021776086,0.337918294,12.46400394,11.90214867,0.143327342,1.173935833,78.22836911,614.2226084,5.038095535,0.828889413,16.94401692,2.983690266,14.07811418
137,CWNU_2477,0.0152,0.000443557,9.209515015,0.23944739,11.25419671,107,21,13.23994092,0.88969967,6.488127327,8.29283264,0.098930861,0.682748342,94.23777465,253.659247,3.66498705,0.563870369,24.34010362,5.006112304,8.19501187
137,NGC_2269,0.0480666,0.014026488,7.800029359,0.202800763,13.67113389,289,57,7.685238894,0.31855753,8.936980438,7.769217421,0.091356747,0.619116268,102.2314038,253.659247,3.66498705,0.563870369,24.34010362,5.006112304,11.41313227
140,CWNU_2574,0.0480666,0.014026488,6.889861721,0.179136405,15.05149839,135,27,5.672851303,0.150211849,5.242710027,9.200163101,0.062184399,0.797810215,101.4148315,323.7575081,6.587693256,1.216299092,9.877264022,3.465458532,5.646346031
140,NGC_6664,0.0480666,0.014026488,6.630427875,0.172391125,15.90601759,1498,299,10.29758487,0.793991745,11.49317324,9.280444764,0.042264256,0.808275637,102.4196959,323.7575081,6.587693256,1.216299092,9.877264022,3.465458532,12.59435818
141,CWNU_2583,0.0480666,0.014026488,6.800029359,0.176800763,15.50469743,160,32,15.86874235,4.547827014,6.710453584,11.39459856,0.141050957,1.099650933,92.1484248,80.12501287,5.988794048,0.839247154,8.989154586,3.782432528,8.093852108
141,CWNU_2613,0.0480666,0.014026488,6.720159303,0.174724142,15.78158241,174,34,15.82342107,1.119138279,6.894999451,11.35584026,0.139127534,1.094045074,91.8311501,80.12501287,5.988794048,0.839247154,8.989154586,3.782432528,8.323908905
142,CWNU_2664,0.0085476,0.002494306,7.359835482,0.191355723,12.89414387,189,37,17.88061914,0.827221792,6.310752296,7.401938115,0.081005425,0.575737447,83.14332276,164.5067824,5.726536949,0.865943585,18.62602832,2.220410897,7.075082921
142,UBC_1522,0.0480666,0.014026488,8.880241776,0.230886286,12.41132131,438,87,9.052679746,1.852693303,8.264908581,6.506281555,0.067103999,0.474466531,99.35365293,164.5067824,5.726536949,0.865943585,18.62602832,2.220410897,9.363412913
145,CWNU_2690,0.0085476,0.002494306,8.250420002,0.21451092,14.77441875,518,103,21.01995899,1.343466626,8.716068986,5.960253393,0.086573121,0.416009634,87.38128113,243.5658185,12.50113917,2.234971493,17.52526809,3.468338941,9.608115234
145,NGC_4815,0.0270298,0.007887664,8.850033258,0.230100865,13.89919189,3906,781,8.685800302,0.911855736,16.71759757,5.988764722,0.039465062,0.418998222,103.2918424,243.5658185,12.50113917,2.234971493,17.52526809,3.468338941,18.84638517
146,CWNU_2708,0.0085476,0.002494306,8.959994838,0.232959866,13.71962863,165,33,9.804297107,1.907876609,5.193575024,11.34421504,0.089681495,1.092365507,91.61068155,436.6332044,2.842390544,0.410627997,7.259580865,2.612904893,5.613050431
146,FSR_0031,0.0480666,0.014026488,10.04139269,0.26107621,17.17823339,245,49,6.208003794,0.33305652,6.176699063,10.08333004,0.103033042,0.915402885,102.5755299,436.6332044,2.842390544,0.410627997,7.259580865,2.612904893,6.403635839
147,CWNU_2716,0.0152,0.004435567,8.980003372,0.233480088,13.84166815,213,42,7.252223615,0.898099357,5.794184757,10.61598305,0.122210515,0.988886909,103.4472897,186.1345568,5.502465725,0.82143623,9.997201629,2.860084202,6.144353825
147,Theia_1976,0.0270298,0.007887664,8.670245853,0.225426392,14.20429074,442,88,8.605292409,0.254934295,7.329536119,10.32747377,0.140244374,0.948849764,103.9295217,186.1345568,5.502465725,0.82143623,9.997201629,2.860084202,7.837340675
153,Casado_14,0.0480666,0.014026488,9.06069784,0.235578144,13.6735088,409,81,30.97807867,2.022332299,10.33486665,60.4541989,0.535188116,13.43835188,98.4078587,207.4955417,5.940330331,0.83696118,15.3266567,5.715393047,13.52526667
